Full Name,Name,Status,Duration,Error,Stack Trace,Steps,Parent Suite,Suite,Sub Suite,Epic,Feature,Story
"tests.test_context_audit#test_render_audit_cache_hint","Audit report shows cache hint when rules exceed threshold","passed","3ms",,,,"Greedy token","Context audit",,"Greedy token","Context audit","Report rendering"
"tests.test_context_audit#test_audit_context_skips_dirs","audit_context skips non-file glob matches","passed","2ms",,,,"Greedy token","Context audit",,"Greedy token","Context audit","Rules scan"
"tests.test_usage#test_auto_script_override_within_window","Auto script_override after cursor reask within window","passed","1ms",,,"log events: [ | { | ""v"": 2, | ""ts"": ""2026-07-14T12:00:00Z"", | ""cmd"": ""route"", | ""task"": ""SSH check   QAGURU prod"", | ""selected_tier"": ""python"", | ""route_id"": ""python-ssh-check"", | ""root"": ""/tmp/ws"" | }, | { | ""v"": 2, | ""ts"": ""2026-07-14T12:05:00Z"", ... passed (0s)","Greedy token","Usage telemetry",,"Greedy token","Usage telemetry","Override events"
"tests.test_usage#test_auto_script_override_guards","Auto script_override skips outside window and mismatched tasks","passed","1ms",,,"overrides: [] passed (0s)","Greedy token","Usage telemetry",,"Greedy token","Usage telemetry","Override events"
"tests.test_tokens#test_count_texts_batch_matches_single","Batch token count matches individual counter calls","passed","2ms",,,"Count tokens in batch passed (1ms)
  batch counts: [ | { | ""tokens"": 1, | ""method"": ""tiktoken/cl100k_base"" | }, | { | ""tokens"": 2, | ""method"": ""tiktoken/cl100k_base"" | } | ] passed (0s)
 Verify batch matches individual counts passed (0s)","Greedy token","Token counting",,"Greedy token","Token counting","Batch counting"
"tests.test_branch_coverage#test_budget_footer_branch_gaps","Branch gaps: budget footer route_id and cursor billing","passed","1s 408ms",,,,"Test infrastructure","Branch coverage",,"Test infrastructure","Branch coverage",
"tests.test_branch_coverage#test_cli_run_branch_gaps","Branch gaps: CLI run empty output and non-executable dry-run","passed","262ms",,,"non-executable dry-run: Route: ollama (ollama-inventory) | Complexity: medium  Est. tokens: 0 | dry | (not read-only — dry-run only) passed (0s)","Test infrastructure","Branch coverage",,"Test infrastructure","Branch coverage",
"tests.test_branch_coverage#test_code_search_branch_gaps","Branch gaps: code_search path resolution and rg fallback","passed","11ms",,,,"Test infrastructure","Branch coverage",,"Test infrastructure","Branch coverage",
"tests.test_branch_coverage#test_code_search_rg_fallback_branch","Branch gaps: code_search rg fallback when rg output is useless","passed","3ms",,,,"Test infrastructure","Branch coverage",,"Test infrastructure","Branch coverage",
"tests.test_branch_coverage#test_tokens_collect_paths_absolute","Branch gaps: collect_paths absolute path","passed","0s",,,,"Test infrastructure","Branch coverage",,"Test infrastructure","Branch coverage",
"tests.test_branch_coverage#test_estimator_cursor_spent_line","Branch gaps: estimator cursor spent line","passed","236ms",,,,"Test infrastructure","Branch coverage",,"Test infrastructure","Branch coverage",
"tests.test_branch_coverage#test_pipeline_audit_skill_estimate_missing_file","Branch gaps: ollama audit-skill estimate when skill file is missing","passed","6ms",,,,"Test infrastructure","Branch coverage",,"Test infrastructure","Branch coverage",
"tests.test_branch_coverage#test_pipeline_ollama_estimate_non_audit_skill","Branch gaps: ollama estimate skips audit-skill file branch for other steps","passed","5ms",,,,"Test infrastructure","Branch coverage",,"Test infrastructure","Branch coverage",
"tests.test_branch_coverage#test_ci_linux_branch_gaps","Branch gaps: Ollama-available paths and scoped rg fallback","passed","68ms",,,,"Test infrastructure","Branch coverage",,"Test infrastructure","Branch coverage",
"tests.test_branch_coverage#test_pipeline_parse_errors","Branch gaps: parse_pipeline missing skill args","passed","9ms",,,,"Test infrastructure","Branch coverage",,"Test infrastructure","Branch coverage",
"tests.test_branch_coverage#test_pipeline_branch_gaps","Branch gaps: pipeline estimate, body, and list via public API","passed","14ms",,,,"Test infrastructure","Branch coverage",,"Test infrastructure","Branch coverage",
"tests.test_branch_coverage#test_rag_index_branch_gaps","Branch gaps: rag_index frontmatter and blank manifest lines via get_indexed","passed","2ms",,,,"Test infrastructure","Branch coverage",,"Test infrastructure","Branch coverage",
"tests.test_branch_coverage#test_tool_paths_empty_path_segment","Branch gaps: resolve_rg skips empty PATH segment","passed","2ms",,,,"Test infrastructure","Branch coverage",,"Test infrastructure","Branch coverage",
"tests.test_branch_coverage#test_router_branch_gaps","Branch gaps: router note dedup and best_in_tier via route_task","passed","116ms",,,,"Test infrastructure","Branch coverage",,"Test infrastructure","Branch coverage",
"tests.test_branch_coverage#test_settings_format_config_no_workspace","Branch gaps: settings format_config without workspace path","passed","1ms",,,,"Test infrastructure","Branch coverage",,"Test infrastructure","Branch coverage",
"tests.test_branch_coverage#test_usage_branch_gaps","Branch gaps: usage event builders and format_report sections","passed","2ms",,,,"Test infrastructure","Branch coverage",,"Test infrastructure","Branch coverage",
"tests.test_cli_handlers#test_build_parser_subcommands","build_parser exposes all subcommands","passed","6ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Parser"
"tests.test_usage#test_build_script_and_compress_events","build_script_event and build_compress_event populate fields","passed","2ms",,,,"Greedy token","Usage telemetry",,"Greedy token","Usage telemetry","Event builders"
"tests.test_usage#test_build_tier_scan","build_tier_scan returns rows for all tiers","passed","47ms",,,,"Greedy token","Usage telemetry",,"Greedy token","Usage telemetry","Tier scan helper"
"tests.test_paths#test_routes_have_no_null_commands","Bundled routes have no phantom null-command executors","passed","44ms",,,"null-command routes: (none) passed (0s)","Configuration","Workspace paths",,"Configuration","Workspace paths","Routes config"
"tests.test_cheap_llm#test_cheap_llm_config_provider","cheap_llm config section sets provider","passed","2ms",,,,"Configuration","Cheap LLM adapters",,"Configuration","Cheap LLM adapters","Settings"
"tests.test_cheap_llm#test_api_key_env","CHEAP_LLM_API_KEY env overrides config","passed","1ms",,,,"Configuration","Cheap LLM adapters",,"Configuration","Cheap LLM adapters","Settings"
"tests.test_cheap_llm#test_openai_compat_sends_api_key","CHEAP_LLM_API_KEY is sent as Bearer for openai_compat","passed","0s",,,,"Configuration","Cheap LLM adapters",,"Configuration","Cheap LLM adapters","Auth"
"tests.test_cheap_llm#test_cheap_llm_available_ollama","cheap_llm_available probes Ollama /api/tags","passed","2ms",,,,"Configuration","Cheap LLM adapters",,"Configuration","Cheap LLM adapters","Health"
"tests.test_cheap_llm#test_cheap_llm_available_openai_compat","cheap_llm_available probes OpenAI-compatible /v1/models","passed","2ms",,,,"Configuration","Cheap LLM adapters",,"Configuration","Cheap LLM adapters","Health"
"tests.test_cheap_llm#test_cheap_llm_chat_openai_compat","cheap_llm_chat uses OpenAI-compatible /v1/chat/completions","passed","502ms",,,,"Configuration","Cheap LLM adapters",,"Configuration","Cheap LLM adapters","Chat"
"tests.test_cheap_llm#test_cheap_llm_status_line","cheap_llm_status_line includes provider and model","passed","1ms",,,"status line: Cheap LLM: available (openai_compat, http://127.0.0.1:42007, model=stub-model) passed (0s)","Configuration","Cheap LLM adapters",,"Configuration","Cheap LLM adapters","Status"
"tests.test_cli#test_cli_help","CLI --help lists route command","passed","126ms",,,"Run greedy-token CLI --help passed (125ms)
  stdout: usage: greedy-token [-h] [--no-log] | {route,estimate,run,audit-context,tokens,rag,compress,scripts,report,override,config,pipeline,llm,doctor,budget,watch,hub} | ... | Task orchestrator: tool | Python | Ollama | RAG | Cursor | positiona... passed (0s)
 Verify help mentions route command passed (0s)","CLI","greedy-token CLI",,"CLI","greedy-token CLI","Help"
"tests.test_cli_commands#test_cli_audit_context","CLI audit-context renders rules token audit","passed","277ms",,,"Run greedy-token audit-context passed (277ms)
  stdout: == Cursor context audit == | Always-on rules (.cursor/rules/*.mdc): 6 tokens | Skills on disk (.cursor/skills/*/SKILL.md): 6 tokens | Sampled docs: 0 tokens | Grand total (sampled set): 12 tokens | Always-on rules (charged every chat): |... passed (0s)
 Verify context audit report sections passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Audit context"
"tests.test_coverage_gaps#test_cli_compress_raw_and_scripts_dry","CLI compress --raw and scripts dry-run non-readonly","passed","2ms",,,,"Test infrastructure","Coverage gaps",,"Test infrastructure","Coverage gaps",
"tests.test_cli_commands#test_cli_compress_stdin","CLI compress reads stdin and prints short prompt","passed","285ms",,,"Run greedy-token compress with stdin input passed (284ms)
  stdout: Fix baseUrl in configurator. passed (0s)
 Verify compressed prompt retains baseUrl passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Compress"
"tests.test_cli_commands#test_cli_config_init","CLI config --init creates user config under HOME","passed","126ms",,,"Run greedy-token config --init passed (126ms)
  stdout: Created /tmp/pytest-of-runner/pytest-0/test_cli_config_init0/.greedy-token/config.yaml | greedy-token cheap LLM settings | provider: Ollama (ollama) | url:      http://localhost:11434 | model:    test-model | source:   user | Footer (MCP... passed (1ms)
 Verify user config file was created passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Config"
"tests.test_cli_commands#test_cli_config_shows_settings","CLI config shows Ollama settings","passed","123ms",,,"Run greedy-token config passed (123ms)
  stdout: greedy-token cheap LLM settings | provider: Ollama (ollama) | url:      http://localhost:11434 | model:    qwen2.5-coder:7b-instruct-q4_K_M | source:   default | Footer (MCP tool responses): | style:    compact  (compact | markdown | ful... passed (0s)
 Verify Ollama settings are shown passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Config"
"tests.test_cli_commands#test_cli_estimate_shows_tier_scan","CLI estimate prints tier scan and token estimate","passed","384ms",,,"Run greedy-token estimate passed (383ms)
  stdout: Task: find baseUrl in sample.js | Route: TOOL  (tool-rg-search, 59%) | Complexity: low | Est. executor tokens: 0 | Rationale: Mechanical search — ripgrep/jq, zero LLM tokens. 0 tokens — ripgrep before RAG/Cursor | Matched: find | Command... passed (0s)
 Verify tier scan and task context in output passed (1ms)","CLI","CLI commands",,"CLI","CLI commands","Estimate"
"tests.test_cli#test_cli_override_json","CLI override emits script_override JSON","passed","126ms",,,"Run greedy-token override in no-log JSON mode passed (126ms)
  stdout: {""v"": 2, ""ts"": ""2026-07-15T11:18:59Z"", ""event"": ""script_override"", ""cmd"": ""override"", ""task"": ""ssh check qaguru prod"", ""task_normalized"": ""ssh check qaguru prod"", ""root"": ""/tmp/pytest-of-runner/pytest-0/test_cli_override_json0"", ""selecte... passed (0s)
 Verify override JSON contract passed (0s)","CLI","greedy-token CLI",,"CLI","greedy-token CLI","Override"
"tests.test_cli_commands#test_cli_pipeline_execute_search_rag","CLI pipeline --execute runs search and RAG steps","passed","334ms",,,"Run greedy-token pipeline --execute passed (333ms)
  stdout: Pipeline: search baseUrl	sample.js then rag baseUrl | Steps: 2 | ── Step 1/2: search: baseUrl	sample.js [tool/ran] OK · 5ms · ~0 tok | Search: 'baseUrl' in projects/sample.js | projects/sample.js:1:const baseUrl = 'http://localhost'; | ─... passed (0s)
 Verify search and RAG results in output passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Pipeline"
"tests.test_cli#test_cli_pipeline_list","CLI pipeline --list shows named recipes","passed","126ms",,,"Run greedy-token pipeline --list passed (126ms)
  stdout: Named pipelines: | meta-audit | Python meta check → skill audit (configurator-boolean → script tier; others → Ollama) | steps: check-meta-sync → audit-skill {skill} | usage: pipeline: meta-audit <args> | meta-rag | Python meta check → RA... passed (1ms)
 Verify meta-audit recipe is listed passed (0s)","CLI","greedy-token CLI",,"CLI","greedy-token CLI","Pipeline"
"tests.test_cli_commands#test_cli_rag_query","CLI rag searches docs/rag chunks","passed","313ms",,,"Run greedy-token rag query passed (313ms)
  stdout: RAG hits for: baseUrl -D flag | 1. [test-baseurl] score=4.0  (config) | docs/rag/config/test-chunk.md | baseUrl is configured via -DbaseUrl flag in Gradle. | --- passed (0s)
 Verify RAG hits in output passed (0s)","CLI","CLI commands",,"CLI","CLI commands","RAG"
"tests.test_cli_commands#test_cli_report_json","CLI report --json returns aggregate summary JSON","passed","123ms",,,"Run greedy-token report --json passed (122ms)
  stdout: { | ""events"": 0, | ""skipped_lines"": 0, | ""since"": ""7d"", | ""by_tier"": {}, | ""totals"": { | ""cursor_baseline"": 0, | ""est_tokens"": 0, | ""saved_vs_cursor"": 0 | }, | ""top_routes"": [], | ""counter_methods"": {} | } passed (0s)
 Verify JSON summary has zero events passed (0s)
   report summary: { | ""events"": 0, | ""skipped_lines"": 0, | ""since"": ""7d"", | ""by_tier"": {}, | ""totals"": { | ""cursor_baseline"": 0, | ""est_tokens"": 0, | ""saved_vs_cursor"": 0 | }, | ""top_routes"": [], | ""counter_methods"": {} | } passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Report"
"tests.test_cli#test_cli_route_tool","CLI route recommends tool tier for find task","passed","377ms",,,"Run greedy-token route for find task passed (376ms)
  stdout: Task: find baseUrl in sample.js | Route: TOOL  (tool-rg-search, 59%) | Complexity: low | Est. tokens: 0 | Rationale: Mechanical search — ripgrep/jq, zero LLM tokens. 0 tokens — ripgrep before RAG/Cursor | Matched: find | Command: cd /tmp... passed (0s)
 Verify route recommends tool tier passed (0s)","CLI","greedy-token CLI",,"CLI","greedy-token CLI","Route"
"tests.test_cli_commands#test_cli_run_execute_find_task","CLI run --execute runs read-only find task","passed","398ms",,,"Run greedy-token run --execute passed (397ms)
  stdout: Route: tool (tool-rg-search) | Complexity: low  Est. tokens: 0 | projects/sample.js:1:const baseUrl = 'http://localhost'; | docs/rag/config/test-chunk.md:1:baseUrl is configured via -DbaseUrl flag in Gradle. passed (0s)
 Verify search finds baseUrl passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Run"
"tests.test_cli_commands#test_cli_run_dry_run_shows_plan","CLI run dry-run prints plan without executing","passed","363ms",,,"Run greedy-token run dry-run passed (363ms)
  stdout: Route: tool (tool-rg-search) | Complexity: low  Est. tokens: 0 | cd /tmp/pytest-of-runner/pytest-0/test_cli_run_dry_run_shows_pla0 && /usr/bin/rg -n --max-columns 200 -F baseUrl -g '!.git/**' -g '!node_modules/**' -g '!build/**' -g '!.ve... passed (0s)
 Verify plan shows route and execute hint passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Run"
"tests.test_coverage_gaps#test_cli_run_branches","CLI run prints fallback note and non-readonly dry-run hint","passed","158ms",,,,"Test infrastructure","Coverage gaps",,"Test infrastructure","Coverage gaps",
"tests.test_cli_commands#test_cli_scripts_list","CLI scripts --list shows wrapper registry","passed","149ms",,,"Run greedy-token scripts --list passed (148ms)
  stdout: Script wrappers (scripts/ollama | migrate | check-meta-sync): | check-meta-sync      [meta] read-only | scripts/meta-sync-check.py | Meta validation — no LLM (JSON stdout) | configurator-boolean-audit [meta] read-only | scripts/configura... passed (0s)
 Verify check-meta-sync wrapper is listed passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Scripts"
"tests.test_cli_commands#test_cli_scripts_run_execute_check_meta_sync","CLI scripts --run check-meta-sync --execute runs wrapper","passed","303ms",,,"Run greedy-token scripts --run check-meta-sync --execute passed (303ms)
  stdout: meta-sync-check-ok passed (0s)
 Verify wrapper script output passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Scripts"
"tests.test_cli#test_cli_scripts_lint","CLI scripts lint exit 0 on clean routes and 1 on violations","failed","154ms","AssertionError: assert 1 == 0
 +  where 1 = CompletedProcess(args=['/opt/hostedtoolcache/Python/3.12.13/x64/bin/python', '-m', 'greedy_token', '--no-log', 'scripts', 'lint'], returncode=1, stdout='scripts lint FAILED:\n  python-rsync: script not found ""scripts/migrate/phase1-rsync.sh""\n  python-gen-env: script not found ""stacks/java-spring/scripts/gen-env-configs.py""\n  python-openapi-diff: script not found ""scripts/openapi-diff.py""\n  python-java-matrix-plan: script not found ""scripts/java-matrix-plan.py""\n  python-sonar-gate-wait: script not found ""scripts/sonar-gate-wait.py""\n  python-crystallize-report: script not found ""scripts/crystallize-report.py""\n  python-ssh-check: script not found ""scripts/infra-ssh/check.py""\n  python-ollama-health: script not found ""scripts/ollama-health.py""\n  python-greedy-context-smoke: script not found ""scripts/greedy-context-smoke.py""\n  python-auth-storage-probe: script not found ""scripts/auth_storage_probe.py""\n  python-provider-balance: script not found ""scripts/infra/provider_balance.py""\n', stderr='').returncode","minimal_workspace = PosixPath('/tmp/pytest-of-runner/pytest-0/test_cli_scripts_lint0')

    @allure.story(""Scripts lint"")
    @allure.title(""CLI scripts lint exit 0 on clean routes and 1 on violations"")
    def test_cli_scripts_lint(minimal_workspace) -> None:
        from greedy_token.scripts_lint import format_lint_report, lint_routes, pattern_violations
    
        assert pattern_violations(""fix"") == ['lone generic verb ""fix""']
        assert any(""architecture"" in r for r in pattern_violations(""redesign architecture""))
        assert pattern_violations(""ssh check"") == []
    
        clean_consumer = lint_routes(
            root=minimal_workspace,
            routes=[
                {
                    ""id"": ""python-ok"",
                    ""target"": ""python"",
                    ""patterns"": [""ssh check""],
                    ""command"": ""python scripts/missing-ok-as-consumer.py"",
                    ""note"": ""consumer repo script"",
                }
            ],
        )
        assert clean_consumer[""ok""] is True
        assert ""OK"" in format_lint_report(clean_consumer)
    
        bad = lint_routes(
            root=minimal_workspace,
            routes=[
                {
                    ""id"": ""python-bad"",
                    ""target"": ""python"",
                    ""patterns"": [""refactor"", ""wire feature""],
                    ""command"": ""python scripts/does-not-exist.py"",
                }
            ],
        )
        assert bad[""ok""] is False
        assert any(v[""kind""] == ""forbidden_pattern"" for v in bad[""violations""])
        assert any(v[""kind""] == ""script_missing"" for v in bad[""violations""])
        assert ""FAILED"" in format_lint_report(bad)
    
        with allure.step(""Run greedy-token scripts lint against package routes""):
            import os
    
            real_root = os.environ.get(""GREEDY_TOKEN_ROOT"") or str(
                minimal_workspace.parents[3] if len(minimal_workspace.parents) > 3 else minimal_workspace
            )
            # Prefer monorepo root when discoverable from this nested package.
            monorepo = Path(__file__).resolve().parents[4]
            if (monorepo / ""docs"" / ""phase-manifest.json"").is_file():
                real_root = str(monorepo)
            proc = subprocess.run(
                [sys.executable, ""-m"", ""greedy_token"", ""--no-log"", ""scripts"", ""lint""],
                capture_output=True,
                text=True,
                env={**os.environ, ""GREEDY_TOKEN_ROOT"": real_root},
            )
            attach_text(""stdout"", proc.stdout)
            attach_text(""stderr"", proc.stderr or """")
            attach_text(""root"", real_root)
>       assert proc.returncode == 0
E       assert 1 == 0
E        +  where 1 = CompletedProcess(args=['/opt/hostedtoolcache/Python/3.12.13/x64/bin/python', '-m', 'greedy_token', '--no-log', 'scripts', 'lint'], returncode=1, stdout='scripts lint FAILED:\n  python-rsync: script not found ""scripts/migrate/phase1-rsync.sh""\n  python-gen-env: script not found ""stacks/java-spring/scripts/gen-env-configs.py""\n  python-openapi-diff: script not found ""scripts/openapi-diff.py""\n  python-java-matrix-plan: script not found ""scripts/java-matrix-plan.py""\n  python-sonar-gate-wait: script not found ""scripts/sonar-gate-wait.py""\n  python-crystallize-report: script not found ""scripts/crystallize-report.py""\n  python-ssh-check: script not found ""scripts/infra-ssh/check.py""\n  python-ollama-health: script not found ""scripts/ollama-health.py""\n  python-greedy-context-smoke: script not found ""scripts/greedy-context-smoke.py""\n  python-auth-storage-probe: script not found ""scripts/auth_storage_probe.py""\n  python-provider-balance: script not found ""scripts/infra/provider_balance.py""\n', stderr='').returncode

tests/test_cli.py:164: AssertionError","Run greedy-token scripts lint against package routes passed (146ms)
  stdout: scripts lint FAILED: | python-rsync: script not found ""scripts/migrate/phase1-rsync.sh"" | python-gen-env: script not found ""stacks/java-spring/scripts/gen-env-configs.py"" | python-openapi-diff: script not found ""scripts/openapi-diff.py"" ... passed (0s)
  root: /tmp/pytest-of-runner/pytest-0/test_cli_scripts_lint0 passed (0s)","CLI","greedy-token CLI",,"CLI","greedy-token CLI","Scripts lint"
"tests.test_cli_commands#test_cli_tokens_counts_file","CLI tokens counts tokens in workspace file","passed","275ms",,,"Run greedy-token tokens on sample.js passed (274ms)
  stdout: path                                                           tokens    chars | ------------------------------------------------------------------------------ | projects/sample.js                                                  8      ... passed (0s)
 Verify token count output passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Tokens"
"tests.test_cli_handlers#test_cmd_audit_context","cmd_audit_context renders audit report","passed","2ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Audit"
"tests.test_cli_handlers#test_cmd_compress_stdin","cmd_compress reads stdin and prints dual format","passed","0s",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Compress"
"tests.test_cli_handlers#test_cmd_compress_empty_stdin","cmd_compress rejects empty stdin","passed","1ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Compress"
"tests.test_cli_handlers#test_cmd_compress_too_large","cmd_compress rejects oversized stdin","passed","1ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Compress"
"tests.test_cli_handlers#test_cmd_config_export","cmd_config --export prints shell exports","passed","1ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Config"
"tests.test_cli_handlers#test_cmd_config_init_preset","cmd_config --init --preset local-ollama","passed","19ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Config"
"tests.test_cli_handlers#test_cmd_config_init","cmd_config --init creates user config","passed","5ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Config"
"tests.test_cli_handlers#test_cmd_config_init_exists","cmd_config --init returns error when config exists","passed","1ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Config"
"tests.test_cli_handlers#test_cmd_config_init_without_workspace","cmd_config --init works without workspace root (PyPI bootstrap)","passed","7ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Config"
"tests.test_cli_handlers#test_cmd_config_list_presets","cmd_config --list-presets prints preset names","passed","1ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Config"
"tests.test_cli_handlers#test_cmd_config_show","cmd_config prints Ollama settings","passed","1ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Config"
"tests.test_cli_handlers#test_cmd_config_show_requires_workspace","cmd_config show requires workspace when not --init","passed","0s",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Config"
"tests.test_cli_handlers#test_cmd_estimate","cmd_estimate prints tier scan","passed","156ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Estimate"
"tests.test_cli_handlers#test_cmd_pipeline_list","cmd_pipeline --list prints recipes","passed","7ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Pipeline"
"tests.test_cli_handlers#test_cmd_pipeline_dry_run","cmd_pipeline dry-run returns zero on success","passed","11ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Pipeline"
"tests.test_cli_handlers#test_cmd_rag","cmd_rag searches docs with optional domain","passed","3ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","RAG"
"tests.test_cli_handlers#test_cmd_report_json","cmd_report --json emits JSON summary","passed","1ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Report"
"tests.test_cli_handlers#test_cmd_report_text","cmd_report prints text summary","passed","1ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Report"
"tests.test_cli_handlers#test_cmd_route","cmd_route prints decision and returns zero","passed","108ms",,,"stdout: Task: find baseUrl in sample.js | Route: TOOL  (tool-rg-search, 59%) | Complexity: low | Est. tokens: 0 | Rationale: Mechanical search — ripgrep/jq, zero LLM tokens. 0 tokens — ripgrep before RAG/Cursor | Matched: find | Command: cd /tmp... passed (0s)","CLI","CLI handlers",,"CLI","CLI handlers","Route"
"tests.test_cli_handlers#test_cmd_run_execute_cursor_refused","cmd_run --execute on cursor route exits non-zero with guidance","passed","165ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Run"
"tests.test_cli_handlers#test_cmd_run_execute","cmd_run --execute runs read-only task","passed","171ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Run"
"tests.test_cli_handlers#test_cmd_run_dry_run","cmd_run dry-run prints plan","passed","107ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Run"
"tests.test_cli_handlers#test_cmd_scripts_run_audit_skill_execute","cmd_scripts --execute allows stdout-only audit-skill","passed","3ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Scripts"
"tests.test_cli_handlers#test_cmd_scripts_run_timeout","cmd_scripts --execute handles script timeout","passed","1ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Scripts"
"tests.test_cli_handlers#test_cmd_scripts_list","cmd_scripts --list prints wrapper registry","passed","1ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Scripts"
"tests.test_cli_handlers#test_cmd_scripts_run_execute","cmd_scripts --run --execute runs read-only wrapper","passed","3ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Scripts"
