Full Name,Name,Status,Duration,Error,Stack Trace,Steps,Parent Suite,Suite,Sub Suite,Epic,Feature,Story
"tests.test_cli_commands#test_cli_rag_query","CLI rag searches docs/rag chunks","passed","274ms",,,"Run greedy-token rag query passed (274ms)
 Verify RAG hits in output passed (0s)","CLI","CLI commands",,"CLI","CLI commands","RAG"
"tests.test_cli_commands#test_cli_report_json","CLI report --json returns aggregate summary JSON","passed","106ms",,,"Run greedy-token report --json passed (105ms)
 Verify JSON summary has zero events passed (1ms)","CLI","CLI commands",,"CLI","CLI commands","Report"
"tests.test_cli#test_cli_route_tool","CLI route recommends tool tier for find task","passed","330ms",,,"Run greedy-token route for find task passed (330ms)
 Verify route recommends tool tier passed (0s)","CLI","greedy-token CLI",,"CLI","greedy-token CLI","Route"
"tests.test_cli_commands#test_cli_run_execute_find_task","CLI run --execute runs read-only find task","passed","337ms",,,"Run greedy-token run --execute passed (335ms)
 Verify search finds baseUrl passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Run"
"tests.test_cli_commands#test_cli_run_dry_run_shows_plan","CLI run dry-run prints plan without executing","passed","328ms",,,"Run greedy-token run dry-run passed (327ms)
 Verify plan shows route and execute hint passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Run"
"tests.test_cli_commands#test_cli_scripts_list","CLI scripts --list shows wrapper registry","passed","140ms",,,"Run greedy-token scripts --list passed (140ms)
 Verify check-meta-sync wrapper is listed passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Scripts"
"tests.test_cli_commands#test_cli_scripts_run_execute_check_meta_sync","CLI scripts --run check-meta-sync --execute runs wrapper","passed","285ms",,,"Run greedy-token scripts --run check-meta-sync --execute passed (285ms)
 Verify wrapper script output passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Scripts"
"tests.test_cli_commands#test_cli_tokens_counts_file","CLI tokens counts tokens in workspace file","passed","263ms",,,"Run greedy-token tokens on sample.js passed (262ms)
 Verify token count output passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Tokens"
"tests.test_tool_paths#test_search_code_works_without_path_env","Code search works when PATH is empty but Cursor rg exists","skipped","0s","Skipped: monorepo root not found (parent workspace checkout required)","('/home/runner/work/greedy-token/greedy-token/tests/test_tool_paths.py', 39, 'Skipped: monorepo root not found (parent workspace checkout required)')",,"Code search","Ripgrep resolution",,"Code search","Ripgrep resolution","Monorepo search"
"tests.test_usage#test_logging_disabled","Conditional append skips write when logging disabled","passed","0s",,,"Attempt append with logging disabled passed (0s)
 Verify no log file was created passed (0s)","Token economy","Usage telemetry",,"Token economy","Usage telemetry","Logging toggle"
"tests.test_context_audit#test_audit_context_finds_rules","Context audit discovers always-on Cursor rules","passed","2ms",,,"Audit workspace Cursor context passed (2ms)
 Verify always-on rules are discovered passed (0s)","Token economy","Context audit",,"Token economy","Context audit","Rules scan"
"tests.test_usage#test_cursor_baseline_includes_overhead","Cursor baseline includes agent overhead tokens","passed","1ms",,,"Compute cursor baseline passed (1ms)
 Verify baseline includes agent overhead passed (0s)","Token economy","Usage telemetry",,"Token economy","Usage telemetry","Baseline"
"tests.test_estimator#test_cursor_baseline_includes_rules_task_and_overhead","Cursor baseline sums always-on rules, task, and agent overhead","passed","2ms",,,"Compute cursor baseline for find task passed (1ms)
 Verify baseline exceeds task token count passed (0s)","Token economy","Task estimator",,"Token economy","Task estimator","Cursor baseline"
"tests.test_estimator#test_cursor_saved_for_tool_tier","Cursor saved equals baseline minus spent for tool tier","passed","2ms",,,"Compute cursor savings for tool tier passed (2ms)
 Verify saved equals full baseline passed (0s)","Token economy","Task estimator",,"Token economy","Task estimator","Savings"
"tests.test_estimator#test_cursor_saved_for_cursor_target_is_zero","Cursor saved is zero when route target is cursor","passed","1ms",,,"Compute cursor savings for cursor tier passed (1ms)
 Verify zero savings and baseline exceeds spent passed (0s)","Token economy","Task estimator",,"Token economy","Task estimator","Savings"
"tests.test_usage#test_cursor_saved_tool","Cursor savings is reported for tool tier","passed","1ms",,,"Compute cursor savings for tool tier passed (1ms)
 Verify positive savings passed (0s)","Token economy","Usage telemetry",,"Token economy","Usage telemetry","Savings estimate"
"tests.test_usage#test_cursor_saved_cursor","Cursor savings is zero for cursor tier","passed","0s",,,"Compute cursor savings for cursor tier passed (0s)
 Verify zero savings passed (0s)","Token economy","Usage telemetry",,"Token economy","Usage telemetry","Savings estimate"
"tests.test_budget#test_format_tool_footer_cursor_no_savings","Cursor tier footer shows zero savings","passed","12ms",,,"Format tool footer for cursor tier passed (11ms)
 Verify zero savings for cursor tier passed (0s)","Token economy","Token budget",,"Token economy","Token budget","Tool footer"
"tests.test_prompt_compress#test_format_dual_wraps_blocks","Dual-format output wraps long and short prompt blocks","passed","1ms",,,"Format dual prompt blocks passed (0s)
 Verify both prompt blocks are present passed (0s)","Prompt compression","Heuristic compress",,"Prompt compression","Heuristic compress","Dual format"
"tests.test_estimator#test_estimate_task_find_routes_to_tool","Estimate task routes find to tool with positive savings","passed","12ms",,,"Estimate find task routing and savings passed (11ms)
 Verify tool route with positive savings passed (0s)","Token economy","Task estimator",,"Token economy","Task estimator","Estimate task"
"tests.test_estimator#test_estimate_task_ollama_unavailable_note","Estimate task sets ollama note when Ollama route is unavailable","passed","12ms",,,"Estimate audit task with Ollama unavailable passed (10ms)
 Verify ollama note when route is ollama passed (0s)","Token economy","Task estimator",,"Token economy","Task estimator","Estimate task"
"tests.test_usage#test_aggregate_by_tier","Event aggregator groups events by tier and route","passed","0s",,,"Aggregate usage events by tier passed (0s)
 Verify tier and route grouping passed (0s)","Token economy","Usage telemetry",,"Token economy","Usage telemetry","Aggregation"
"tests.test_usage#test_load_events_reads_archives","Event loader reads current log and rotated archives","passed","1ms",,,"Load events from current log and archive passed (1ms)
 Verify both archive and current events loaded passed (0s)","Token economy","Usage telemetry",,"Token economy","Usage telemetry","Archives"
"tests.test_usage#test_load_events_skips_bad_lines","Event loader skips malformed JSON lines","passed","1ms",,,"Load events from log with malformed line passed (1ms)
 Verify valid events loaded and bad line skipped passed (0s)","Token economy","Usage telemetry",,"Token economy","Usage telemetry","Log loading"
"tests.test_pyramid_layers#test_every_test_module_has_pyramid_layer","Every test module has a pyramid layer mapping","passed","0s",,,"Collect test modules and check layer mappings passed (0s)
 Verify all modules have pyramid layer passed (0s)","Test infrastructure","Pyramid layers",,"Test infrastructure","Pyramid layers","Module mapping"
"tests.test_executors#test_execute_plan_refuses_non_readonly","Execute plan refuses non-read-only Ollama route","passed","10ms",,,"Route audit task to Ollama tier passed (9ms)
 Attempt execute on non-read-only Ollama plan passed (0s)
  Verify execute is refused passed (0s)","Routing","Task execution",,"Routing","Task execution","Execute safety"
"tests.test_executors#test_execute_task_rag_route_returns_hits","Execute task on RAG route returns formatted doc hits","passed","10ms",,,"Execute RAG-routed documentation question passed (9ms)
 Verify RAG hits in output passed (0s)","Routing","Task execution",,"Routing","Task execution","RAG tier"
"tests.test_executors#test_execute_task_tool_finds_baseurl","Execute task runs ripgrep and returns matches without RAG fallback","failed","13ms","AssertionError: assert True is False
 +  where True = TaskRunResult(decision=RouteDecision(target='tool', route_id='tool-rg-search', confidence=0.594, matched=['find'], command=""cd /tmp/pytest-of-runner/pytest-0/test_execute_task_tool_finds_b0 && rg -n --max-columns 200 -F baseUrl -g '!.git/**' -g '!node_modules/**' -g '!build/**' -g '!.venv/**' -g '!.cursor/hooks/**' --max-count 50 projects docs stacks scripts generators"", note='0 tokens — ripgrep before RAG/Cursor', domains=[], complexity='low', est_tokens=0, rationale='Mechanical search — ripgrep/jq, zero LLM tokens. 0 tokens — ripgrep before RAG/Cursor', read_only=True, tool='rg'), output='rg: нет полезных совпадений для «baseUrl» → fallback RAG\n\nRAG hits for: find baseUrl in sample.js\n\n1. [test-baseurl] score=4.0  (e2e)\n   docs/rag/e2e/test-chunk.md\n\nbaseUrl is configured via -DbaseUrl flag in Gradle.\n\n---', used_rag_fallback=True, exit_code=0).used_rag_fallback","minimal_workspace = PosixPath('/tmp/pytest-of-runner/pytest-0/test_execute_task_tool_finds_b0')

    @allure.story(""Tool tier"")
    @allure.title(""Execute task runs ripgrep and returns matches without RAG fallback"")
    def test_execute_task_tool_finds_baseurl(minimal_workspace: Path) -> None:
        projects = minimal_workspace / ""projects""
        for idx in range(3):
            (projects / f""sample-{idx}.js"").write_text(
                f""const baseUrl = 'http://localhost/{idx}';\n"",
                encoding=""utf-8"",
            )
        with allure.step(""Execute find task via tool tier""):
            result = execute_task(""find baseUrl in sample.js"", minimal_workspace)
            attach_text(""output"", result.output)
            attach_json(""decision"", {""target"": result.decision.target, ""exit_code"": result.exit_code})
        with allure.step(""Verify ripgrep match without RAG fallback""):
            assert result.decision.target == ""tool""
>           assert result.used_rag_fallback is False
E           assert True is False
E            +  where True = TaskRunResult(decision=RouteDecision(target='tool', route_id='tool-rg-search', confidence=0.594, matched=['find'], command=""cd /tmp/pytest-of-runner/pytest-0/test_execute_task_tool_finds_b0 && rg -n --max-columns 200 -F baseUrl -g '!.git/**' -g '!node_modules/**' -g '!build/**' -g '!.venv/**' -g '!.cursor/hooks/**' --max-count 50 projects docs stacks scripts generators"", note='0 tokens — ripgrep before RAG/Cursor', domains=[], complexity='low', est_tokens=0, rationale='Mechanical search — ripgrep/jq, zero LLM tokens. 0 tokens — ripgrep before RAG/Cursor', read_only=True, tool='rg'), output='rg: нет полезных совпадений для «baseUrl» → fallback RAG\n\nRAG hits for: find baseUrl in sample.js\n\n1. [test-baseurl] score=4.0  (e2e)\n   docs/rag/e2e/test-chunk.md\n\nbaseUrl is configured via -DbaseUrl flag in Gradle.\n\n---', used_rag_fallback=True, exit_code=0).used_rag_fallback

tests/test_executors.py:35: AssertionError","Execute find task via tool tier passed (12ms)
 Verify ripgrep match without RAG fallback failed (0s)","Routing","Task execution",,"Routing","Task execution","Tool tier"
"tests.test_search#test_extract_search_query","Extract search query `baseUrl` from task","passed","1ms",,,"Extract search query from task passed (1ms)
 Verify extracted query matches expected passed (0s)","Routing","Tool search helpers",,"Routing","Tool search helpers","Query extraction"
"tests.test_search#test_extract_search_query","Extract search query `baseUrl` from task","passed","1ms",,,"Extract search query from task passed (0s)
 Verify extracted query matches expected passed (1ms)","Routing","Tool search helpers",,"Routing","Tool search helpers","Query extraction"
"tests.test_search#test_extract_search_query","Extract search query `ConfigReader` from task","passed","1ms",,,"Extract search query from task passed (1ms)
 Verify extracted query matches expected passed (0s)","Routing","Tool search helpers",,"Routing","Tool search helpers","Query extraction"
"tests.test_search#test_extract_search_query","Extract search query `healthCheck path` from task","passed","1ms",,,"Extract search query from task passed (1ms)
 Verify extracted query matches expected passed (0s)","Routing","Tool search helpers",,"Routing","Tool search helpers","Query extraction"
"tests.test_search#test_extract_search_query","Extract search query `phase-manifest.json` from task","passed","1ms",,,"Extract search query from task passed (1ms)
 Verify extracted query matches expected passed (0s)","Routing","Tool search helpers",,"Routing","Tool search helpers","Query extraction"
"tests.test_estimator#test_format_estimate_tool_route","Format estimate prints tier scan and command for tool route","passed","24ms",,,"Format estimate for tool route passed (24ms)
 Verify tier scan and savings sections passed (0s)","Token economy","Task estimator",,"Token economy","Task estimator","Format estimate"
"tests.test_estimator#test_format_estimate_cursor_route","Format estimate shows zero savings and cursor hint for cursor route","passed","22ms",,,"Format estimate for cursor route passed (21ms)
 Verify cursor route with zero savings passed (0s)","Token economy","Task estimator",,"Token economy","Task estimator","Format estimate"
"tests.test_budget#test_format_savings_lines","Format savings lines for MCP tool footer","passed","1ms",,,"Format savings lines passed (1ms)
 Verify canonical Token economy block passed (0s)","Token economy","Token budget",,"Token economy","Token budget","Savings footer"
"tests.test_router#test_route_task_all_tiers_has_five_rows","Full tier scan returns five executor rows","passed","12ms",,,"Run full tier scan for find task passed (12ms)
 Verify five executor rows in order passed (0s)","Routing","Task router",,"Routing","Task router","Tier scan"
"tests.test_code_search#test_search_code_global_finds_baseurl","Global search finds baseUrl across monorepo","skipped","0s","Skipped: monorepo root not found (parent workspace checkout required)","('/home/runner/work/greedy-token/greedy-token/tests/test_code_search.py', 65, 'Skipped: monorepo root not found (parent workspace checkout required)')",,"Code search","Search path resolution",,"Code search","Search path resolution","Global search"
"tests.test_prompt_compress#test_compress_heuristic_drops_filler_lines","Heuristic compression drops filler lines","passed","1ms",,,"Compress prompt with heuristic passed (1ms)
 Verify filler lines are dropped passed (0s)","Prompt compression","Heuristic compress",,"Prompt compression","Heuristic compress","Heuristic"
"tests.test_rag_index#test_index_invalidates_on_chunk_edit","Index invalidates when chunk file is edited","passed","1ms",,,"Edit chunk file and reload index passed (1ms)
 Verify index was rebuilt with new content passed (0s)","RAG","RAG index",,"RAG","RAG index","Invalidation"
"tests.test_pyramid_layers#test_layer_mapping_counts","Layer mapping covers unit, component, and integration modules","passed","0s",,,"Group modules by pyramid layer passed (0s)
 Verify minimum coverage per layer passed (0s)","Test infrastructure","Pyramid layers",,"Test infrastructure","Pyramid layers","Layer distribution"
"tests.test_usage#test_log_archive_paths_order","Log archive paths are returned in order","passed","0s",,,"Resolve log archive paths passed (0s)
 Verify ordered archive path list passed (0s)","Token economy","Usage telemetry",,"Token economy","Usage telemetry","Archives"
"tests.test_usage#test_rotate_log_when_over_limit","Log rotation archives file when over size limit","passed","0s",,,"Rotate log when over size limit passed (0s)
 Verify log was archived passed (0s)","Token economy","Usage telemetry",,"Token economy","Usage telemetry","Rotation"
"tests.test_usage#test_rotate_log_keeps_archives","Log rotation respects GREEDY_TOKEN_LOG_MAX_FILES","passed","1ms",,,"Rotate log twice with max 2 archives passed (1ms)
 Verify archive count limit passed (0s)","Token economy","Usage telemetry",,"Token economy","Usage telemetry","Rotation"
"tests.test_usage#test_max_log_bytes_env","Max log bytes reads GREEDY_TOKEN_LOG_MAX_BYTES env","passed","0s",,,"Read max log bytes from env passed (0s)
 Verify env value is used passed (0s)","Token economy","Usage telemetry",,"Token economy","Usage telemetry","Configuration"
"tests.test_mcp_tools#test_mcp_pipeline_execute_false_by_default","MCP pipeline defaults to dry-run when execute is omitted","passed","2ms",,,"Call greedy_token_pipeline without execute flag passed (1ms)
 Verify run_pipeline defaults to dry-run passed (0s)","MCP","MCP tools",,"MCP","MCP tools","Pipeline tool"
"tests.test_mcp_tools#test_mcp_pipeline_dry_run_includes_footer","MCP pipeline dry-run includes per-step Token economy footer","passed","5ms",,,"Call greedy_token_pipeline dry-run passed (5ms)
 Verify per-step savings footer passed (0s)","MCP","MCP tools",,"MCP","MCP tools","Pipeline tool"
"tests.test_mcp_tools#test_mcp_pipeline_list_recipes","MCP pipeline list returns named recipes","passed","2ms",,,"Call greedy_token_pipeline list passed (2ms)
 Verify named recipes are listed passed (0s)","MCP","MCP tools",,"MCP","MCP tools","Pipeline tool"
"tests.test_mcp_tools#test_mcp_pipeline_execute_true","MCP pipeline passes execute=true to run allowlisted steps","passed","1ms",,,"Call greedy_token_pipeline with execute=true passed (1ms)
 Verify run_pipeline called with execute=true passed (0s)","MCP","MCP tools",,"MCP","MCP tools","Pipeline tool"
"tests.test_security#test_mcp_pipeline_dry_run_by_default","MCP pipeline tool is dry-run by default","passed","2ms",,,"Call greedy_token_pipeline without execute flag passed (2ms)
 Verify dry-run by default passed (0s)","Security","Shell quoting",,"Security","Shell quoting","MCP safety"
"tests.test_mcp_tools#test_mcp_rag_returns_hits_with_footer","MCP RAG tool returns hits with Token economy footer","passed","15ms",,,"Call greedy_token_rag passed (15ms)
 Verify RAG hits and Token economy footer passed (0s)","MCP","MCP tools",,"MCP","MCP tools","RAG tool"
"tests.test_budget#test_wrap_mcp_response_appends_footer","MCP response wrapper appends Token economy footer","passed","14ms",,,"Wrap MCP response with Token economy footer passed (14ms)
 Verify footer is appended passed (0s)","Token economy","Token budget",,"Token economy","Token budget","MCP response"
"tests.test_mcp_tools#test_mcp_route_includes_token_economy_footer","MCP route tool returns tier decision with Token economy footer","passed","27ms",,,"Call greedy_token_route passed (27ms)
 Verify tool route and Token economy footer passed (0s)","MCP","MCP tools",,"MCP","MCP tools","Route tool"
"tests.test_mcp_tools#test_mcp_search_finds_match_in_workspace","MCP search tool finds matches and appends Token economy footer","passed","16ms",,,"Call greedy_token_search passed (15ms)
 Verify match and Token economy footer passed (0s)","MCP","MCP tools",,"MCP","MCP tools","Search tool"
"tests.test_mcp_icon#test_mcp_icons_advertises_png_data_uri","MCP server icon advertises PNG data URI for Cursor","passed","1ms",,,"Load MCP server icons passed (1ms)
 Verify PNG data URI icon for Cursor passed (0s)","MCP","Server icon",,"MCP","Server icon","SEP-973 icon"
"tests.test_mcp_stdio#test_mcp_stdio_pipeline_dry_run_footer","MCP stdio pipeline dry-run includes per-step Token economy footer","passed","781ms",,,"Call greedy_token_pipeline dry-run via MCP stdio passed (780ms)
 Verify per-step savings footer passed (0s)","MCP","MCP stdio server",,"MCP","MCP stdio server","Pipeline tool"
"tests.test_mcp_stdio#test_mcp_stdio_rag_returns_hits","MCP stdio RAG tool returns doc hits with Token economy footer","passed","802ms",,,"Call greedy_token_rag via MCP stdio passed (802ms)
 Verify RAG hits and Token economy footer passed (0s)","MCP","MCP stdio server",,"MCP","MCP stdio server","RAG tool"
"tests.test_mcp_stdio#test_mcp_stdio_route_includes_token_economy","MCP stdio route tool returns tier decision with Token economy footer","passed","829ms",,,"Call greedy_token_route via MCP stdio passed (829ms)
 Verify TOOL route and Token economy footer passed (0s)","MCP","MCP stdio server",,"MCP","MCP stdio server","Route tool"
"tests.test_mcp_stdio#test_mcp_stdio_search_finds_match","MCP stdio search tool finds baseUrl in workspace file","passed","817ms",,,"Call greedy_token_search via MCP stdio passed (816ms)
 Verify baseUrl match and Token economy footer passed (0s)","MCP","MCP stdio server",,"MCP","MCP stdio server","Search tool"
"tests.test_mcp_stdio#test_mcp_stdio_lists_five_tools","MCP stdio server advertises five greedy-token tools","passed","607ms",,,"List MCP stdio tools passed (607ms)
 Verify five greedy-token tools are advertised passed (0s)","MCP","MCP stdio server",,"MCP","MCP stdio server","Server handshake"
"tests.test_mcp_stdio#test_mcp_stdio_usage_empty_log","MCP stdio usage tool reports empty log gracefully","passed","625ms",,,"Call greedy_token_usage with empty log via MCP stdio passed (624ms)
 Verify empty log message passed (0s)","MCP","MCP stdio server",,"MCP","MCP stdio server","Usage tool"
"tests.test_mcp_tools#test_mcp_usage_aggregates_log","MCP usage tool aggregates log events and session totals","passed","1ms",,,"Call greedy_token_usage with populated log passed (1ms)
 Verify aggregated session totals passed (0s)","MCP","MCP tools",,"MCP","MCP tools","Usage tool"
"tests.test_mcp_tools#test_mcp_usage_empty_log","MCP usage tool reports empty log gracefully","passed","1ms",,,"Call greedy_token_usage with empty log passed (1ms)
 Verify empty log message passed (0s)","MCP","MCP tools",,"MCP","MCP tools","Usage tool"
"tests.test_security#test_ollama_available_uses_cache","Ollama availability probe caches successful result","passed","31ms",,,"Probe Ollama twice with same URL passed (30ms)
 Verify probe result is cached passed (0s)","Security","Shell quoting",,"Security","Shell quoting","Ollama probe"
"tests.test_wrappers#test_ollama_available_false","Ollama availability returns false when server is down","passed","1ms",,,"Probe unreachable Ollama server passed (1ms)
 Verify Ollama is unavailable passed (0s)","Script wrappers","Workspace scripts",,"Script wrappers","Workspace scripts","Ollama probe"
"tests.test_wrappers#test_ollama_available_true","Ollama availability returns true when /api/tags responds","passed","1ms",,,"Probe Ollama /api/tags endpoint passed (1ms)
 Verify Ollama is available passed (0s)","Script wrappers","Workspace scripts",,"Script wrappers","Workspace scripts","Ollama probe"
"tests.test_wrappers#test_ollama_available_against_stub","Ollama availability returns true when stub /api/tags responds","passed","1ms",,,"Probe Ollama stub server passed (1ms)
 Verify stub responds as available passed (0s)","Script wrappers","Workspace scripts",,"Script wrappers","Workspace scripts","Ollama probe"
"tests.test_settings#test_defaults_without_config","Ollama settings return defaults when no config files","passed","1ms",,,"Load Ollama settings without config files passed (1ms)
 Verify default Ollama settings passed (0s)","Configuration","Ollama settings",,"Configuration","Ollama settings","Defaults"
"tests.test_settings#test_env_overrides_files","OLLAMA_* env vars override config files","passed","0s",,,"Resolve Ollama settings with env overrides passed (0s)
 Verify env vars take precedence passed (0s)","Configuration","Ollama settings",,"Configuration","Ollama settings","Precedence"
"tests.test_tool_output#test_version_matches_pyproject","Package version matches pyproject.toml","passed","0s",,,"Read version from pyproject.toml passed (0s)
 Verify versions match passed (0s)","Tool output","Output filtering",,"Tool output","Output filtering","Package version"
"tests.test_pipeline#test_parse_custom_chain","Parse custom then-chain pipeline syntax","passed","2ms",,,"Parse custom then-chain pipeline passed (2ms)
 Verify check-meta-sync and rag steps passed (0s)","Pipeline","Multi-step chains",,"Pipeline","Multi-step chains","Custom chain"
"tests.test_pipeline#test_parse_named_pipeline_meta_audit","Parse meta-audit named pipeline recipe","passed","2ms",,,"Parse meta-audit pipeline recipe passed (1ms)
 Verify two-step meta-audit chain passed (0s)","Pipeline","Multi-step chains",,"Pipeline","Multi-step chains","Named recipes"
"tests.test_pipeline#test_parse_named_pipeline_search_rag_reuses_query","Parse search-rag recipe and reuse query for RAG step","passed","2ms",,,"Parse search-rag pipeline recipe passed (1ms)
 Verify search query is reused for RAG step passed (0s)","Pipeline","Multi-step chains",,"Pipeline","Multi-step chains","Named recipes"
"tests.test_tokens#test_collect_paths_skips_git","Path collector skips .git directories","passed","1ms",,,"Collect paths in workspace with .git passed (1ms)
 Verify .git paths are excluded passed (0s)","Token economy","Token counting",,"Token economy","Token counting","Path collection"
"tests.test_pipeline#test_pipeline_dry_run","Pipeline dry-run does not execute allowlisted steps","passed","1ms",,,"Dry-run check-meta-sync then rag pipeline passed (1ms)
 Verify steps are planned but not executed passed (0s)","Pipeline","Multi-step chains",,"Pipeline","Multi-step chains","Dry run"
"tests.test_pipeline#test_pipeline_execute_check_meta_sync","Pipeline execute runs check-meta-sync wrapper script","passed","5ms",,,"Execute check-meta-sync pipeline passed (5ms)
 Verify wrapper script succeeded passed (0s)","Pipeline","Multi-step chains",,"Pipeline","Multi-step chains","Execute"
"tests.test_pipeline#test_pipeline_execute_meta_audit_with_ollama_stub","Pipeline execute runs meta-audit Ollama step against HTTP stub","passed","91ms",,,"Execute meta-audit pipeline against Ollama stub passed (91ms)
 Verify both steps completed without early stop passed (0s)","Pipeline","Multi-step chains",,"Pipeline","Multi-step chains","Execute"
"tests.test_pipeline#test_pipeline_execute_search_and_rag","Pipeline execute runs search and RAG allowlisted steps","passed","9ms",,,"Execute search then RAG pipeline passed (8ms)
 Verify both steps executed successfully passed (0s)","Pipeline","Multi-step chains",,"Pipeline","Multi-step chains","Execute"
"tests.test_pipeline#test_pipeline_execute_skips_unavailable_ollama","Pipeline execute skips Ollama step when server is unavailable","passed","6ms",,,"Execute meta-audit with Ollama unavailable passed (6ms)
 Verify pipeline stops after Ollama failure passed (0s)","Pipeline","Multi-step chains",,"Pipeline","Multi-step chains","Execute"
"tests.test_pipeline#test_format_pipeline_footer_has_by_executor","Pipeline footer includes per-executor savings table","passed","5ms",,,"Format pipeline footer from dry-run result passed (4ms)
 Verify per-executor savings sections passed (1ms)","Pipeline","Multi-step chains",,"Pipeline","Multi-step chains","Token footer"
"tests.test_pipeline#test_pipeline_stops_on_error","Pipeline stops early when a step fails","passed","6ms",,,"Execute pipeline with mocked failing step passed (6ms)
 Verify pipeline stops early on failure passed (0s)","Pipeline","Multi-step chains",,"Pipeline","Multi-step chains","Error handling"
"tests.test_prompt_compress#test_compress_prompt_detail_heuristic","Prompt detail compression uses heuristic when Ollama disabled","passed","1ms",,,"Compress prompt detail without Ollama passed (1ms)
 Verify heuristic compression result passed (0s)","Prompt compression","Heuristic compress",,"Prompt compression","Heuristic compress","Detail mode"
"tests.test_rag_search#test_format_hits_includes_excerpt","RAG hit formatter includes chunk id and excerpt","passed","1ms",,,"Search and format RAG hits passed (0s)
 Verify chunk id and excerpt in output passed (0s)","RAG","RAG search",,"RAG","RAG search","Formatting"
"tests.test_rag_search#test_format_hits_empty","RAG hit formatter reports no hits with manifest hint","passed","0s",,,"Format empty RAG hits passed (0s)
 Verify no-hits message with manifest hint passed (0s)","RAG","RAG search",,"RAG","RAG search","Formatting"
"tests.test_rag_index#test_get_indexed_chunks_caches","RAG index caches manifest entries","passed","1ms",,,"Load indexed chunks twice passed (1ms)
 Verify cache returns same object passed (0s)","RAG","RAG index",,"RAG","RAG index","Cache"
"tests.test_rag_search#test_search_rag_finds_baseurl","RAG search finds baseUrl chunk in e2e domain","passed","1ms",,,"Search RAG for baseUrl in e2e domain passed (0s)
 Verify baseUrl chunk is found passed (0s)","RAG","RAG search",,"RAG","RAG search","Manifest search"
"tests.test_rag_index#test_search_reads_only_top_hits","RAG search reads only top-ranked chunk files","passed","1ms",,,"Search RAG with file read tracking passed (0s)
 Verify only top hit file was read passed (0s)","RAG","RAG index",,"RAG","RAG index","Token economy"
"tests.test_rag_search#test_search_rag_empty_query","RAG search returns empty list for blank query","passed","0s",,,"Search RAG with blank query passed (0s)
 Verify empty result list passed (0s)","RAG","RAG search",,"RAG","RAG search","Input validation"
"tests.test_rag_search#test_search_rag_no_manifest","RAG search returns empty when manifest is absent","passed","0s",,,"Search RAG in workspace without manifest passed (0s)
 Verify empty result list passed (0s)","RAG","RAG search",,"RAG","RAG search","Missing manifest"
