Full Name,Name,Status,Duration,Error,Stack Trace,Steps,Parent Suite,Suite,Sub Suite,Epic,Feature,Story
"tests.test_cli_commands#test_cli_audit_context","CLI audit-context renders rules token audit","passed","267ms",,,"Run greedy-token audit-context passed (266ms)
  stdout: == Cursor context audit == | Always-on rules (.cursor/rules/*.mdc): 6 tokens | Skills on disk (.cursor/skills/*/SKILL.md): 6 tokens | Sampled docs: 0 tokens | Grand total (sampled set): 12 tokens | Always-on rules (charged every chat): |... passed (0s)
 Verify context audit report sections passed (1ms)","CLI","CLI commands",,"CLI","CLI commands","Audit context"
"tests.test_coverage_gaps#test_cli_compress_raw_and_scripts_dry","CLI compress --raw and scripts dry-run non-readonly branches","passed","2ms",,,,"Test infrastructure","Coverage gaps",,"Test infrastructure","Coverage gaps",
"tests.test_cli_commands#test_cli_compress_stdin","CLI compress reads stdin and prints short prompt","passed","275ms",,,"Run greedy-token compress with stdin input passed (275ms)
  stdout: Fix baseUrl in configurator. passed (0s)
 Verify compressed prompt retains baseUrl passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Compress"
"tests.test_cli_commands#test_cli_config_init","CLI config --init creates user config under HOME","passed","106ms",,,"Run greedy-token config --init passed (106ms)
  stdout: Created /tmp/pytest-of-runner/pytest-0/test_cli_config_init0/.greedy-token/config.yaml | greedy-token Ollama settings | url:    http://localhost:11434 | model:  test-model | source: user | Config files (low → high priority): | 1. default... passed (0s)
 Verify user config file was created passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Config"
"tests.test_cli_commands#test_cli_config_shows_settings","CLI config shows Ollama settings","passed","105ms",,,"Run greedy-token config passed (105ms)
  stdout: greedy-token Ollama settings | url:    http://localhost:11434 | model:  qwen2.5-coder:7b-instruct-q4_K_M | source: default | Config files (low → high priority): | 1. defaults | 2. /home/runner/.greedy-token/config.yaml | 3. /tmp/pytest-o... passed (0s)
 Verify Ollama settings are shown passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Config"
"tests.test_cli_commands#test_cli_estimate_shows_tier_scan","CLI estimate prints tier scan and token estimate","passed","333ms",,,"Run greedy-token estimate passed (333ms)
  stdout: Task: find baseUrl in sample.js | Route: TOOL  (tool-rg-search, 59%) | Complexity: low | Est. Cursor tokens: 0 | Rationale: Mechanical search — ripgrep/jq, zero LLM tokens. 0 tokens — ripgrep before RAG/Cursor | Matched: find | Command: ... passed (0s)
 Verify tier scan and task context in output passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Estimate"
"tests.test_cli_commands#test_cli_pipeline_execute_search_rag","CLI pipeline --execute runs search and RAG steps","passed","292ms",,,"Run greedy-token pipeline --execute passed (290ms)
  stdout: Pipeline: search baseUrl	sample.js then rag baseUrl | Steps: 2 | ── Step 1/2: search: baseUrl	sample.js [tool/ran] OK · 4ms · ~0 tok | Search: 'baseUrl' in projects/sample.js | 1:const baseUrl = 'http://localhost'; | ── Step 2/2: rag: ba... passed (0s)
 Verify search and RAG results in output passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Pipeline"
"tests.test_cli#test_cli_pipeline_list","CLI pipeline --list shows named recipes","passed","106ms",,,"Run greedy-token pipeline --list passed (106ms)
  stdout: Named pipelines: | meta-audit | Python meta check → Ollama skill audit | steps: check-meta-sync → audit-skill {skill} | usage: pipeline: meta-audit <args> | meta-rag | Python meta check → RAG lookup | steps: check-meta-sync → rag {query}... passed (0s)
 Verify meta-audit recipe is listed passed (0s)","CLI","greedy-token CLI",,"CLI","greedy-token CLI","Pipeline"
"tests.test_cli_commands#test_cli_rag_query","CLI rag searches docs/rag chunks","passed","277ms",,,"Run greedy-token rag query passed (277ms)
  stdout: RAG hits for: baseUrl -D flag | 1. [test-baseurl] score=4.0  (e2e) | docs/rag/e2e/test-chunk.md | baseUrl is configured via -DbaseUrl flag in Gradle. | --- passed (0s)
 Verify RAG hits in output passed (0s)","CLI","CLI commands",,"CLI","CLI commands","RAG"
"tests.test_cli_commands#test_cli_report_json","CLI report --json returns aggregate summary JSON","passed","108ms",,,"Run greedy-token report --json passed (107ms)
  stdout: { | ""events"": 0, | ""skipped_lines"": 0, | ""since"": ""7d"", | ""by_tier"": {}, | ""totals"": { | ""cursor_baseline"": 0, | ""est_tokens"": 0, | ""saved_vs_cursor"": 0 | }, | ""top_routes"": [], | ""counter_methods"": {} | } passed (0s)
 Verify JSON summary has zero events passed (0s)
   report summary: { | ""events"": 0, | ""skipped_lines"": 0, | ""since"": ""7d"", | ""by_tier"": {}, | ""totals"": { | ""cursor_baseline"": 0, | ""est_tokens"": 0, | ""saved_vs_cursor"": 0 | }, | ""top_routes"": [], | ""counter_methods"": {} | } passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Report"
"tests.test_cli#test_cli_route_tool","CLI route recommends tool tier for find task","passed","325ms",,,"Run greedy-token route for find task passed (325ms)
  stdout: Task: find baseUrl in sample.js | Route: TOOL  (tool-rg-search, 59%) | Complexity: low | Est. tokens: 0 | Rationale: Mechanical search — ripgrep/jq, zero LLM tokens. 0 tokens — ripgrep before RAG/Cursor | Matched: find | Command: cd /tmp... passed (0s)
 Verify route recommends tool tier passed (0s)","CLI","greedy-token CLI",,"CLI","greedy-token CLI","Route"
"tests.test_cli_commands#test_cli_run_execute_find_task","CLI run --execute runs read-only find task","passed","334ms",,,"Run greedy-token run --execute passed (333ms)
  stdout: Route: tool (tool-rg-search) | Complexity: low  Est. tokens: 0 | projects/sample.js:1:const baseUrl = 'http://localhost'; | docs/rag/e2e/test-chunk.md:1:baseUrl is configured via -DbaseUrl flag in Gradle. passed (0s)
 Verify search finds baseUrl passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Run"
"tests.test_cli_commands#test_cli_run_dry_run_shows_plan","CLI run dry-run prints plan without executing","passed","318ms",,,"Run greedy-token run dry-run passed (318ms)
  stdout: Route: tool (tool-rg-search) | Complexity: low  Est. tokens: 0 | cd /tmp/pytest-of-runner/pytest-0/test_cli_run_dry_run_shows_pla0 && /usr/bin/rg -n --max-columns 200 -F baseUrl -g '!.git/**' -g '!node_modules/**' -g '!build/**' -g '!.ve... passed (0s)
 Verify plan shows route and execute hint passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Run"
"tests.test_coverage_gaps#test_cli_run_branches","CLI run prints fallback note and non-readonly dry-run hint","passed","74ms",,,,"Test infrastructure","Coverage gaps",,"Test infrastructure","Coverage gaps",
"tests.test_cli_commands#test_cli_scripts_list","CLI scripts --list shows wrapper registry","passed","140ms",,,"Run greedy-token scripts --list passed (140ms)
  stdout: Script wrappers (scripts/ollama | migrate | check-meta-sync): | check-meta-sync      [meta] read-only | scripts/check-meta-sync.sh | Meta validation — no LLM | batch-inventory      [ollama] writes +ollama | scripts/ollama/batch-inventory... passed (0s)
 Verify check-meta-sync wrapper is listed passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Scripts"
"tests.test_cli_commands#test_cli_scripts_run_execute_check_meta_sync","CLI scripts --run check-meta-sync --execute runs wrapper","passed","278ms",,,"Run greedy-token scripts --run check-meta-sync --execute passed (278ms)
  stdout: check-meta-sync-ok passed (0s)
 Verify wrapper script output passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Scripts"
"tests.test_cli_commands#test_cli_tokens_counts_file","CLI tokens counts tokens in workspace file","passed","261ms",,,"Run greedy-token tokens on sample.js passed (260ms)
  stdout: path                                                           tokens    chars | ------------------------------------------------------------------------------ | projects/sample.js                                                  8      ... passed (0s)
 Verify token count output passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Tokens"
"tests.test_cli_handlers#test_cmd_audit_context","cmd_audit_context renders audit report","passed","2ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Audit"
"tests.test_cli_handlers#test_cmd_compress_stdin","cmd_compress reads stdin and prints dual format","passed","1ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Compress"
"tests.test_cli_handlers#test_cmd_compress_empty_stdin","cmd_compress rejects empty stdin","passed","0s",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Compress"
"tests.test_cli_handlers#test_cmd_compress_too_large","cmd_compress rejects oversized stdin","passed","1ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Compress"
"tests.test_cli_handlers#test_cmd_config_export","cmd_config --export prints shell exports","passed","0s",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Config"
"tests.test_cli_handlers#test_cmd_config_init","cmd_config --init creates user config","passed","2ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Config"
"tests.test_cli_handlers#test_cmd_config_init_exists","cmd_config --init returns error when config exists","passed","1ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Config"
"tests.test_cli_handlers#test_cmd_config_show","cmd_config prints Ollama settings","passed","0s",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Config"
"tests.test_cli_handlers#test_cmd_estimate","cmd_estimate prints tier scan","passed","72ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Estimate"
"tests.test_cli_handlers#test_cmd_pipeline_list","cmd_pipeline --list prints recipes","passed","3ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Pipeline"
"tests.test_cli_handlers#test_cmd_pipeline_dry_run","cmd_pipeline dry-run returns zero on success","passed","8ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Pipeline"
"tests.test_cli_handlers#test_cmd_rag","cmd_rag searches docs with optional domain","passed","4ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","RAG"
"tests.test_cli_handlers#test_cmd_report_json","cmd_report --json emits JSON summary","passed","0s",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Report"
"tests.test_cli_handlers#test_cmd_report_text","cmd_report prints text summary","passed","0s",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Report"
"tests.test_cli_handlers#test_cmd_route","cmd_route prints decision and returns zero","passed","49ms",,,"stdout: Task: find baseUrl in sample.js | Route: TOOL  (tool-rg-search, 59%) | Complexity: low | Est. tokens: 0 | Rationale: Mechanical search — ripgrep/jq, zero LLM tokens. 0 tokens — ripgrep before RAG/Cursor | Matched: find | Command: cd /tmp... passed (0s)","CLI","CLI handlers",,"CLI","CLI handlers","Route"
"tests.test_cli_handlers#test_cmd_run_execute","cmd_run --execute runs read-only task","passed","74ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Run"
"tests.test_cli_handlers#test_cmd_run_dry_run","cmd_run dry-run prints plan","passed","47ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Run"
"tests.test_cli_handlers#test_cmd_scripts_run_timeout","cmd_scripts --execute handles script timeout","passed","1ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Scripts"
"tests.test_cli_handlers#test_cmd_scripts_list","cmd_scripts --list prints wrapper registry","passed","1ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Scripts"
"tests.test_cli_handlers#test_cmd_scripts_run_execute","cmd_scripts --run --execute runs read-only wrapper","passed","6ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Scripts"
"tests.test_cli_handlers#test_cmd_scripts_run_dry","cmd_scripts --run dry-run prints command","passed","2ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Scripts"
"tests.test_cli_handlers#test_cmd_scripts_run_refuse_write","cmd_scripts --run rejects non-read-only execute","passed","1ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Scripts"
"tests.test_cli_handlers#test_cmd_scripts_run_unknown","cmd_scripts --run returns error for unknown wrapper","passed","0s",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Scripts"
"tests.test_cli_handlers#test_cmd_scripts_usage","cmd_scripts without list or run prints usage error","passed","0s",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Scripts"
"tests.test_cli_handlers#test_cmd_tokens","cmd_tokens counts files in workspace","passed","1ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Tokens"
"tests.test_cli_handlers#test_cmd_tokens_no_files","cmd_tokens returns error when no files found","passed","1ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Tokens"
"tests.test_coverage_gaps#test_code_search_directory_scope","code_search directory scope and rg branches","passed","4ms",,,,"Test infrastructure","Coverage gaps",,"Test infrastructure","Coverage gaps",
"tests.test_tokens#test_collect_paths_skips_suffixes","collect_paths skips binary suffixes and broken symlinks","passed","0s",,,,"Token economy","Token counting",,"Token economy","Token counting","Path collection"
"tests.test_coverage_gaps#test_collect_paths_broken_symlink","collect_paths skips broken symlinks","passed","2ms",,,,"Test infrastructure","Coverage gaps",,"Test infrastructure","Coverage gaps",
"tests.test_prompt_compress#test_compress_ollama_detail","compress_ollama_detail calls stub server","passed","3ms",,,,"Prompt compression","Heuristic compress",,"Prompt compression","Heuristic compress","Ollama"
"tests.test_prompt_compress#test_compress_prompt_ollama_fallback","compress_prompt_detail falls back on Ollama failure","passed","0s",,,,"Prompt compression","Heuristic compress",,"Prompt compression","Heuristic compress","Ollama"
"tests.test_usage#test_logging_disabled","Conditional append skips write when logging disabled","passed","1ms",,,"Attempt append with logging disabled passed (0s)
  logging enabled: False passed (0s)
  log file exists: False passed (0s)
 Verify no log file was created passed (0s)","Token economy","Usage telemetry",,"Token economy","Usage telemetry","Logging toggle"
"tests.test_context_audit#test_audit_context_finds_rules","Context audit discovers always-on Cursor rules","passed","2ms",,,"Audit workspace Cursor context passed (1ms)
  item kinds: rule, skill passed (0s)
  always-on count: 1 passed (0s)
 Verify always-on rules are discovered passed (0s)","Token economy","Context audit",,"Token economy","Context audit","Rules scan"
"tests.test_coverage_gaps#test_context_audit_empty_rules","context_audit skips directories and handles empty rules table","passed","0s",,,,"Test infrastructure","Coverage gaps",,"Test infrastructure","Coverage gaps",
"tests.test_coverage_gaps#test_context_audit_skips_non_file","context_audit skips non-file glob hits","passed","3ms",,,,"Test infrastructure","Coverage gaps",,"Test infrastructure","Coverage gaps",
"tests.test_tokens#test_count_texts_heuristic_fallback","count_texts uses heuristic when batch encoding fails","passed","1ms",,,,"Token economy","Token counting",,"Token economy","Token counting","Batch fallback"
"tests.test_tokens#test_count_tokens_heuristic_fallback","count_tokens uses heuristic when tiktoken encoding fails","passed","1ms",,,,"Token economy","Token counting",,"Token economy","Token counting","Heuristic fallback"
"tests.test_usage#test_cursor_baseline_includes_overhead","Cursor baseline includes agent overhead tokens","passed","2ms",,,"Compute cursor baseline passed (1ms)
  baseline tokens: 6007 passed (0s)
 Verify baseline includes agent overhead passed (0s)","Token economy","Usage telemetry",,"Token economy","Usage telemetry","Baseline"
"tests.test_estimator#test_cursor_baseline_includes_rules_task_and_overhead","Cursor baseline sums always-on rules, task, and agent overhead","passed","2ms",,,"Compute cursor baseline for find task passed (2ms)
  task: find baseUrl in sample.js passed (0s)
  baseline tokens: 6011 passed (0s)
 Verify baseline exceeds task token count passed (0s)","Token economy","Task estimator",,"Token economy","Task estimator","Cursor baseline"
"tests.test_estimator#test_cursor_saved_for_tool_tier","Cursor saved equals baseline minus spent for tool tier","passed","2ms",,,"Compute cursor savings for tool tier passed (2ms)
  baseline: 6011 passed (0s)
  saved: 6011 passed (0s)
 Verify saved equals full baseline passed (0s)","Token economy","Task estimator",,"Token economy","Task estimator","Savings"
"tests.test_estimator#test_cursor_saved_for_cursor_target_is_zero","Cursor saved is zero when route target is cursor","passed","2ms",,,"Compute cursor savings for cursor tier passed (2ms)
  baseline: 6012 passed (0s)
  saved: 0 passed (0s)
 Verify zero savings and baseline exceeds spent passed (0s)","Token economy","Task estimator",,"Token economy","Task estimator","Savings"
"tests.test_usage#test_cursor_saved_tool","Cursor savings is reported for tool tier","passed","2ms",,,"Compute cursor savings for tool tier passed (2ms)
  saved tokens: 6008 passed (0s)
 Verify positive savings passed (0s)","Token economy","Usage telemetry",,"Token economy","Usage telemetry","Savings estimate"
"tests.test_usage#test_cursor_saved_cursor","Cursor savings is zero for cursor tier","passed","1ms",,,"Compute cursor savings for cursor tier passed (0s)
  saved tokens: 0 passed (0s)
 Verify zero savings passed (1ms)","Token economy","Usage telemetry",,"Token economy","Usage telemetry","Savings estimate"
"tests.test_budget#test_format_tool_footer_cursor_no_savings","Cursor tier footer shows zero savings","passed","25ms",,,"Format tool footer for cursor tier passed (24ms)
  footer: --- | Token economy | This call | Executor: cursor — Cursor agent loop | Route: cursor-wiring | Spent (MCP executor, LLM tokens): ~11,000  (full agent path — same order as baseline) | Billing: Cursor agent / cloud — full context + reply ... passed (0s)
 Verify zero savings for cursor tier passed (0s)","Token economy","Token budget",,"Token economy","Token budget","Tool footer"
"tests.test_prompt_compress#test_format_dual_wraps_blocks","Dual-format output wraps long and short prompt blocks","passed","0s",,,"Format dual prompt blocks passed (0s)
  dual format output: **Prompt:** | ```text | long prompt | ``` | **Short version for agent:** | ```text | short | ``` passed (0s)
 Verify both prompt blocks are present passed (0s)","Prompt compression","Heuristic compress",,"Prompt compression","Heuristic compress","Dual format"
"tests.test_estimator#test_estimate_task_find_routes_to_tool","Estimate task routes find to tool with positive savings","passed","23ms",,,"Estimate find task routing and savings passed (23ms)
  estimate: { | ""target"": ""tool"", | ""complexity"": ""low"", | ""est_tokens"": 0, | ""cursor_saved"": 6011, | ""ollama_note"": null | } passed (0s)
 Verify tool route with positive savings passed (0s)","Token economy","Task estimator",,"Token economy","Task estimator","Estimate task"
"tests.test_estimator#test_estimate_task_ollama_unavailable_note","Estimate task sets ollama note when Ollama route is unavailable","passed","23ms",,,"Estimate audit task with Ollama unavailable passed (23ms)
  estimate: { | ""target"": ""cursor"", | ""ollama_note"": null | } passed (0s)
 Verify ollama note when route is ollama passed (0s)","Token economy","Task estimator",,"Token economy","Task estimator","Estimate task"
"tests.test_usage#test_aggregate_by_tier","Event aggregator groups events by tier and route","passed","0s",,,"Aggregate usage events by tier passed (0s)
  summary: { | ""events"": 3, | ""tool_count"": 2, | ""tool_saved"": 18000, | ""rag_est_tokens"": 1800, | ""top_route"": [ | ""tool-rg-search"", | 2 | ] | } passed (0s)
 Verify tier and route grouping passed (0s)","Token economy","Usage telemetry",,"Token economy","Usage telemetry","Aggregation"
"tests.test_usage#test_load_events_reads_archives","Event loader reads current log and rotated archives","passed","1ms",,,"Load events from current log and archive passed (0s)
  commands: archived, current passed (0s)
  skipped: 0 passed (0s)
 Verify both archive and current events loaded passed (0s)","Token economy","Usage telemetry",,"Token economy","Usage telemetry","Archives"
"tests.test_usage#test_load_events_skips_bad_lines","Event loader skips malformed JSON lines","passed","1ms",,,"Load events from log with malformed line passed (0s)
  loaded events: 2 passed (0s)
  skipped lines: 1 passed (0s)
 Verify valid events loaded and bad line skipped passed (0s)","Token economy","Usage telemetry",,"Token economy","Usage telemetry","Log loading"
"tests.test_pyramid_layers#test_every_test_module_has_pyramid_layer","Every test module has a pyramid layer mapping","passed","1ms",,,"Collect test modules and check layer mappings passed (1ms)
  test modules: test_budget | test_cli | test_cli_commands | test_cli_handlers | test_code_search | test_context_audit | test_coverage_gaps | test_estimator | test_executors | test_init | test_mcp_handlers | test_mcp_icon | test_mcp_stdio | test_mcp_too... passed (0s)
  missing mappings: (none) passed (0s)
 Verify all modules have pyramid layer passed (0s)","Test infrastructure","Pyramid layers",,"Test infrastructure","Pyramid layers","Module mapping"
"tests.test_settings#test_example_workspace_config","example_workspace_config returns YAML snippet","passed","0s",,,,"Configuration","Ollama settings",,"Configuration","Ollama settings","Example"
"tests.test_executors#test_execute_plan_refuses_non_readonly","Execute plan refuses non-read-only Ollama route","passed","22ms",,,"Route audit task to Ollama tier passed (22ms)
  decision: { | ""target"": ""ollama"", | ""read_only"": false | } passed (0s)
 Attempt execute on non-read-only Ollama plan passed (0s)
   execute output: Refusing --execute: route is not read-only. | Dry-run: | cd /tmp/pytest-of-runner/pytest-0/test_execute_plan_refuses_non_0 && ./scripts/ollama/audit-skill.sh  # pass args as needed | Run the script manually if side effects are intended. passed (0s)
   exit code: 1 passed (0s)
  Verify execute is refused passed (0s)","Routing","Task execution",,"Routing","Task execution","Execute safety"
"tests.test_executors#test_execute_task_rag_route_returns_hits","Execute task on RAG route returns formatted doc hits","passed","22ms",,,"Execute RAG-routed documentation question passed (22ms)
  output: RAG hits for: which -D flag for baseUrl | 1. [test-baseurl] score=4.0  (e2e) | docs/rag/e2e/test-chunk.md | baseUrl is configured via -DbaseUrl flag in Gradle. | --- passed (0s)
  decision: { | ""target"": ""rag"", | ""used_rag_fallback"": false | } passed (0s)
 Verify RAG hits in output passed (0s)","Routing","Task execution",,"Routing","Task execution","RAG tier"
"tests.test_executors#test_execute_task_tool_finds_baseurl","Execute task runs ripgrep and returns matches without RAG fallback","passed","27ms",,,"Execute find task via tool tier passed (26ms)
  output: projects/sample-1.js:1:const baseUrl = 'http://localhost/1'; | projects/sample.js:1:const baseUrl = 'http://localhost'; | projects/sample-0.js:1:const baseUrl = 'http://localhost/0'; | projects/sample-2.js:1:const baseUrl = 'http://local... passed (0s)
  decision: { | ""target"": ""tool"", | ""exit_code"": 0 | } passed (0s)
 Verify ripgrep match without RAG fallback passed (0s)","Routing","Task execution",,"Routing","Task execution","Tool tier"
"tests.test_coverage_gaps#test_executors_remaining_branches","executors weak rg branches and python plan_run","passed","1ms",,,,"Test infrastructure","Coverage gaps",,"Test infrastructure","Coverage gaps",
"tests.test_search#test_extract_search_query","Extract search query `baseUrl` from task","passed","1ms",,,"Extract search query from task passed (0s)
  task: find baseUrl in e2e configurator passed (0s)
  expected: baseUrl passed (0s)
  extracted: baseUrl passed (0s)
 Verify extracted query matches expected passed (0s)","Routing","Tool search helpers",,"Routing","Tool search helpers","Query extraction"
"tests.test_search#test_extract_search_query","Extract search query `baseUrl` from task","passed","1ms",,,"Extract search query from task passed (1ms)
  task: find baseUrl in e2e config passed (0s)
  expected: baseUrl passed (0s)
  extracted: baseUrl passed (0s)
 Verify extracted query matches expected passed (0s)","Routing","Tool search helpers",,"Routing","Tool search helpers","Query extraction"
"tests.test_search#test_extract_search_query","Extract search query `ConfigReader` from task","passed","0s",,,"Extract search query from task passed (0s)
  task: grep for ConfigReader in tests passed (0s)
  expected: ConfigReader passed (0s)
  extracted: ConfigReader passed (0s)
 Verify extracted query matches expected passed (0s)","Routing","Tool search helpers",,"Routing","Tool search helpers","Query extraction"
"tests.test_search#test_extract_search_query","Extract search query `healthCheck path` from task","passed","0s",,,"Extract search query from task passed (0s)
  task: search for ""healthCheck path"" passed (0s)
  expected: healthCheck path passed (0s)
  extracted: healthCheck path passed (0s)
 Verify extracted query matches expected passed (0s)","Routing","Tool search helpers",,"Routing","Tool search helpers","Query extraction"
"tests.test_search#test_extract_search_query","Extract search query `phase-manifest.json` from task","passed","0s",,,"Extract search query from task passed (0s)
  task: find phase-manifest.json passed (0s)
  expected: phase-manifest.json passed (0s)
  extracted: phase-manifest.json passed (0s)
 Verify extracted query matches expected passed (0s)","Routing","Tool search helpers",,"Routing","Tool search helpers","Query extraction"
"tests.test_coverage_gaps#test_final_coverage_branches","final branch coverage for remaining lines","passed","296ms",,,,"Test infrastructure","Coverage gaps",,"Test infrastructure","Coverage gaps",
"tests.test_paths#test_find_monorepo_root_invalid_env","find_monorepo_root exits when GREEDY_TOKEN_ROOT is not a directory","passed","2ms",,,"Resolve root from invalid env path passed (1ms)","Configuration","Workspace paths",,"Configuration","Workspace paths","GREEDY_TOKEN_ROOT"
"tests.test_paths#test_find_monorepo_root_not_found","find_monorepo_root exits when markers are absent","passed","2ms",,,"Resolve root without markers passed (2ms)","Configuration","Workspace paths",,"Configuration","Workspace paths","Discovery"
