Full Name,Name,Status,Duration,Error,Stack Trace,Steps,Parent Suite,Suite,Sub Suite,Epic,Feature,Story
"tests.test_executors#test_infer_rag_domains","_infer_rag_domains detects config and stacks tokens","passed","0s",,,,"Routing","Task execution",,"Routing","Task execution","RAG domains"
"tests.test_resource_probe_gaps#test_is_avoided","_is_avoided matches base and substring","passed","1ms",,,,"Resource probe","Resource probe gaps",,"Resource probe","Hardware + Ollama doctor",
"tests.test_scripts_lint_gaps#test_is_consumer_script","_is_consumer_script recognises external/consumer/note markers","passed","0s",,,,"Scripts","Scripts lint gaps",,"Scripts","Route lint",
"tests.test_resource_probe_gaps#test_is_deprecated_string_info","_is_deprecated returns string reason when info is not a dict","passed","1ms",,,,"Resource probe","Resource probe gaps",,"Resource probe","Hardware + Ollama doctor",
"tests.test_spend_guard_gaps#test_load_today_spend_rotated","_load_today_spend also sums rotated archives for today","passed","1ms",,,,"Spend guard","Spend guard",,"Spend guard","Expensive LLM gate",
"tests.test_spend_guard_gaps#test_load_today_spend","_load_today_spend sums today's metered cost and skips junk","passed","2ms",,,,"Spend guard","Spend guard",,"Spend guard","Expensive LLM gate",
"tests.test_budget_gaps#test_merge_budget","_merge_budget merges nested dicts and prefers workspace scalars","passed","0s",,,,"Budget","Budget gaps",,"Budget","Split budget",
"tests.test_model_select_gaps#test_merge_configs","_merge_configs merges nested dicts and keeps user-only keys","passed","0s",,,,"tests","test_model_select_gaps",,,,
"tests.test_model_select_gaps#test_provider_and_profiles","_normalize_provider and _parse_profiles branches","passed","0s",,,,"tests","test_model_select_gaps",,,,
"tests.test_hub_gaps#test_origin_is_local","_origin_is_local: local hosts, foreign host, malformed origin","passed","1ms",,,,"Hub","Hub gaps",,"Hub","Local ops dashboard",
"tests.test_llm_invoke_gaps#test_predicates","_output_weak / _json_parse_fail / _should_escalate branches","passed","2ms",,,,"tests","test_llm_invoke_gaps",,,,
"tests.test_model_select_gaps#test_parse_model_entry","_parse_model_entry: no id, cost fallback, api_key from env","passed","0s",,,,"tests","test_model_select_gaps",,,,
"tests.test_model_select_gaps#test_parse_registry_edges","_parse_registry skips junk entries and recovers from bad numbers","passed","0s",,,,"tests","test_model_select_gaps",,,,
"tests.test_router_gaps#test_parse_shadow_until","_parse_shadow_until handles junk, naive, and empty values","passed","0s",,,,"Router","Router gaps",,"Router","Route status",
"tests.test_cli_gaps#test_parse_tags","_parse_tags parses key=value pairs and skips junk","passed","1ms",,,,"CLI","CLI gaps",,"CLI","CLI v0.6 handlers",
"tests.test_hub_gaps#test_parse_ts","_parse_ts branches: empty, naive, invalid","passed","0s",,,,"Hub","Hub gaps",,"Hub","Local ops dashboard",
"tests.test_model_select_gaps#test_pick_from_pool","_pick_from_pool: empty, auto, fixed default, no-match fallback","passed","0s",,,,"tests","test_model_select_gaps",,,,
"tests.test_budget_gaps#test_policy_footer_lines_error","_policy_footer_lines swallows errors","passed","1ms",,,,"Budget","Budget gaps",,"Budget","Split budget",
"tests.test_code_search#test_python_search_file_edges","_python_search_file truncates long lines and handles read errors","passed","1ms",,,"Search file with long matching line passed (0s)
  hits: /tmp/pytest-of-runner/pytest-0/test_python_search_file_edges0/f.txt:1:needle xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx... passed (0s)
 Verify long line truncation passed (0s)
  Search missing file passed (0s)
    error hits: Error reading /tmp/pytest-of-runner/pytest-0/test_python_search_file_edges0/missing.txt: [Errno 2] No such file or directory: '/tmp/pytest-of-runner/pytest-0/test_python_search_file_edges0/missing.txt' passed (0s)
   Verify read error message passed (0s)","Code search","Search path resolution",,"Code search","Search path resolution","Python file scan"
"tests.test_code_search#test_python_search_tree","_python_search_tree respects skip dirs and name glob","passed","3ms",,,"Add hidden match under .git directory passed (0s)
 Scan projects tree with name glob passed (2ms)
   hits: projects/sample.js:1:const baseUrl = 'http://localhost'; passed (1ms)
  Verify .git skipped and sample.js found passed (0s)
   name_glob filters non-matching files; limit stops early passed (1ms)","Code search","Search path resolution",,"Code search","Search path resolution","Python tree scan"
"tests.test_resource_probe_gaps#test_ram_platforms","_ram_gb: Darwin sysctl, sysctl error, Linux meminfo, default","passed","0s",,,,"Resource probe","Resource probe gaps",,"Resource probe","Hardware + Ollama doctor",
"tests.test_resource_probe_gaps#test_ram_psutil","_ram_gb: psutil path","passed","1ms",,,,"Resource probe","Resource probe gaps",,"Resource probe","Hardware + Ollama doctor",
"tests.test_settings#test_read_yaml_missing","_read_yaml returns empty dict for missing file","passed","1ms",,,,"Configuration","Ollama settings",,"Configuration","Ollama settings","YAML"
"tests.test_settings#test_read_yaml_non_dict","_read_yaml returns empty dict for non-dict YAML","passed","1ms",,,,"Configuration","Ollama settings",,"Configuration","Ollama settings","YAML"
"tests.test_settings_gaps#test_resolve_search_settings_bad_values","_resolve_search_settings ignores malformed ints and honours env","passed","0s",,,,"Settings","Settings gaps",,"Settings","Config resolution",
"tests.test_router_gaps#test_route_status","_route_status maps shadow window, disabled, and active","passed","0s",,,,"Router","Router gaps",,"Router","Route status",
"tests.test_hub_gaps#test_row_matches_tags","_row_matches_tags branches","passed","0s",,,,"Hub","Hub gaps",,"Hub","Local ops dashboard",
"tests.test_code_search#test_run_rg_timeout","_run_rg returns timeout message on expiry","passed","1ms",,,"Simulate ripgrep timeout passed (0s)
  exit code: 124 passed (0s)
  output: Error: ripgrep timed out after 30s passed (0s)
 Verify timeout exit code and message passed (0s)","Code search","Search path resolution",,"Code search","Search path resolution","Ripgrep timeout"
"tests.test_spend_guard_gaps#test_helpers","_today_utc format and estimate_cost_usd branches","passed","1ms",,,,"Spend guard","Spend guard",,"Spend guard","Expensive LLM gate",
"tests.test_advisory#test_small_helpers","_utc_now_iso / _truncate / parse_attachments","passed","1ms",,,,"Advisory","Advisory",,"Advisory","Hook advisory log",
"tests.test_model_select_gaps#test_warn_env_model_override","_warn_env_model_override warns once then short-circuits","passed","1ms",,,,"tests","test_model_select_gaps",,,,
"tests.test_advisory#test_advisory_log_path","advisory_log_path honours env and default","passed","1ms",,,,"Advisory","Advisory",,"Advisory","Hook advisory log",
"tests.test_advisory#test_append_and_emit","append_event respects enabled flag; emit writes tty","passed","1ms",,,,"Advisory","Advisory",,"Advisory","Hook advisory log",
"tests.test_settings_gaps#test_apply_cheap_llm_env_fallbacks","apply_cheap_llm_env: no-root path and registry resolve failure fall back","passed","1ms",,,,"Settings","Settings gaps",,"Settings","Config resolution",
"tests.test_resource_probe_gaps#test_apply_doctor_config","apply_doctor_config: no model, update existing, non-dict cfg/sections, init new","passed","5ms",,,,"Resource probe","Resource probe gaps",,"Resource probe","Hardware + Ollama doctor",
"tests.test_model_select_gaps#test_apply_model_env","apply_model_env exports resolved model into environment","passed","0s",,,,"tests","test_model_select_gaps",,,,
"tests.test_settings#test_apply_ollama_env","apply_ollama_env sets OLLAMA_* when unset","passed","1ms",,,,"Configuration","Ollama settings",,"Configuration","Ollama settings","Env export"
"tests.test_context_audit#test_render_audit_includes_totals","Audit report includes totals section","passed","2ms",,,"Render context audit report passed (2ms)
  audit report: == Cursor context audit == | Always-on rules (.cursor/rules/*.mdc): 6 tokens | Skills on disk (.cursor/skills/*/SKILL.md): 6 tokens | Sampled docs: 0 tokens | Grand total (sampled set): 12 tokens | Always-on rules (charged every chat): |... passed (0s)
 Verify report sections and totals passed (0s)","Greedy token","Context audit",,"Greedy token","Context audit","Report rendering"
"tests.test_context_audit#test_render_audit_cache_hint","Audit report shows cache hint when rules exceed threshold","passed","4ms",,,,"Greedy token","Context audit",,"Greedy token","Context audit","Report rendering"
"tests.test_context_audit#test_audit_context_skips_dirs","audit_context skips non-file glob matches","passed","2ms",,,,"Greedy token","Context audit",,"Greedy token","Context audit","Rules scan"
"tests.test_usage#test_auto_script_override_within_window","Auto script_override after cursor reask within window","passed","2ms",,,"log events: [ | { | ""v"": 2, | ""ts"": ""2026-07-14T12:00:00Z"", | ""cmd"": ""route"", | ""task"": ""SSH check   QAGURU prod"", | ""selected_tier"": ""python"", | ""route_id"": ""python-ssh-check"", | ""root"": ""/tmp/ws"" | }, | { | ""v"": 2, | ""ts"": ""2026-07-14T12:05:00Z"", ... passed (0s)","Greedy token","Usage telemetry",,"Greedy token","Usage telemetry","Override events"
"tests.test_usage#test_auto_override_attributes_cheap_tiers","Auto script_override attributes any cheap tier (tool/rag/ollama)","passed","1ms",,,"overrides: [ | { | ""v"": 2, | ""ts"": ""2026-07-21T23:14:23Z"", | ""event"": ""script_override"", | ""cmd"": ""override"", | ""task"": ""find baseUrl in stacks"", | ""task_normalized"": ""find baseurl in stacks"", | ""root"": ""/tmp/pytest-of-runner/pytest-0/test_auto_ove... passed (0s)","Greedy token","Usage telemetry",,"Greedy token","Usage telemetry","Override events"
"tests.test_usage#test_auto_override_attributes_cheap_tiers","Auto script_override attributes any cheap tier (tool/rag/ollama)","passed","1ms",,,"overrides: [ | { | ""v"": 2, | ""ts"": ""2026-07-21T23:14:23Z"", | ""event"": ""script_override"", | ""cmd"": ""override"", | ""task"": ""find baseUrl in stacks"", | ""task_normalized"": ""find baseurl in stacks"", | ""root"": ""/tmp/pytest-of-runner/pytest-0/test_auto_ove... passed (0s)","Greedy token","Usage telemetry",,"Greedy token","Usage telemetry","Override events"
"tests.test_usage#test_auto_override_attributes_cheap_tiers","Auto script_override attributes any cheap tier (tool/rag/ollama)","passed","1ms",,,"overrides: [ | { | ""v"": 2, | ""ts"": ""2026-07-21T23:14:23Z"", | ""event"": ""script_override"", | ""cmd"": ""override"", | ""task"": ""find baseUrl in stacks"", | ""task_normalized"": ""find baseurl in stacks"", | ""root"": ""/tmp/pytest-of-runner/pytest-0/test_auto_ove... passed (0s)","Greedy token","Usage telemetry",,"Greedy token","Usage telemetry","Override events"
"tests.test_usage#test_auto_script_override_guards","Auto script_override skips outside window and mismatched tasks","passed","1ms",,,"overrides: [] passed (0s)","Greedy token","Usage telemetry",,"Greedy token","Usage telemetry","Override events"
"tests.test_tokens#test_count_texts_batch_matches_single","Batch token count matches individual counter calls","passed","2ms",,,"Count tokens in batch passed (1ms)
  batch counts: [ | { | ""tokens"": 1, | ""method"": ""tiktoken/cl100k_base"" | }, | { | ""tokens"": 2, | ""method"": ""tiktoken/cl100k_base"" | } | ] passed (0s)
 Verify batch matches individual counts passed (0s)","Greedy token","Token counting",,"Greedy token","Token counting","Batch counting"
"tests.test_branch_coverage#test_budget_footer_branch_gaps","Branch gaps: budget footer route_id and cursor billing","passed","1s 429ms",,,,"Test infrastructure","Branch coverage",,"Test infrastructure","Branch coverage",
"tests.test_branch_coverage#test_cli_run_branch_gaps","Branch gaps: CLI run empty output and non-executable dry-run","passed","271ms",,,"non-executable dry-run: Route: ollama (ollama-inventory) | Complexity: medium  Est. tokens: 0 | dry | (not read-only — dry-run only) passed (0s)","Test infrastructure","Branch coverage",,"Test infrastructure","Branch coverage",
"tests.test_branch_coverage#test_code_search_branch_gaps","Branch gaps: code_search path resolution and rg fallback","passed","11ms",,,,"Test infrastructure","Branch coverage",,"Test infrastructure","Branch coverage",
"tests.test_branch_coverage#test_code_search_rg_fallback_branch","Branch gaps: code_search rg fallback when rg output is useless","passed","2ms",,,,"Test infrastructure","Branch coverage",,"Test infrastructure","Branch coverage",
"tests.test_branch_coverage#test_tokens_collect_paths_absolute","Branch gaps: collect_paths absolute path","passed","1ms",,,,"Test infrastructure","Branch coverage",,"Test infrastructure","Branch coverage",
"tests.test_branch_coverage#test_estimator_cursor_spent_line","Branch gaps: estimator cursor spent line","passed","251ms",,,,"Test infrastructure","Branch coverage",,"Test infrastructure","Branch coverage",
"tests.test_branch_coverage#test_pipeline_audit_skill_estimate_missing_file","Branch gaps: ollama audit-skill estimate when skill file is missing","passed","6ms",,,,"Test infrastructure","Branch coverage",,"Test infrastructure","Branch coverage",
"tests.test_branch_coverage#test_pipeline_ollama_estimate_non_audit_skill","Branch gaps: ollama estimate skips audit-skill file branch for other steps","passed","5ms",,,,"Test infrastructure","Branch coverage",,"Test infrastructure","Branch coverage",
"tests.test_branch_coverage#test_ci_linux_branch_gaps","Branch gaps: Ollama-available paths and scoped rg fallback","passed","70ms",,,,"Test infrastructure","Branch coverage",,"Test infrastructure","Branch coverage",
"tests.test_branch_coverage#test_pipeline_parse_errors","Branch gaps: parse_pipeline missing skill args","passed","9ms",,,,"Test infrastructure","Branch coverage",,"Test infrastructure","Branch coverage",
"tests.test_branch_coverage#test_pipeline_branch_gaps","Branch gaps: pipeline estimate, body, and list via public API","passed","13ms",,,,"Test infrastructure","Branch coverage",,"Test infrastructure","Branch coverage",
"tests.test_branch_coverage#test_rag_index_branch_gaps","Branch gaps: rag_index frontmatter and blank manifest lines via get_indexed","passed","1ms",,,,"Test infrastructure","Branch coverage",,"Test infrastructure","Branch coverage",
"tests.test_branch_coverage#test_tool_paths_empty_path_segment","Branch gaps: resolve_rg skips empty PATH segment","passed","2ms",,,,"Test infrastructure","Branch coverage",,"Test infrastructure","Branch coverage",
"tests.test_branch_coverage#test_router_branch_gaps","Branch gaps: router note dedup and best_in_tier via route_task","passed","171ms",,,,"Test infrastructure","Branch coverage",,"Test infrastructure","Branch coverage",
"tests.test_branch_coverage#test_settings_format_config_no_workspace","Branch gaps: settings format_config without workspace path","passed","1ms",,,,"Test infrastructure","Branch coverage",,"Test infrastructure","Branch coverage",
"tests.test_branch_coverage#test_usage_branch_gaps","Branch gaps: usage event builders and format_report sections","passed","2ms",,,,"Test infrastructure","Branch coverage",,"Test infrastructure","Branch coverage",
"tests.test_advisory#test_build_and_roundtrip","build_event / to_dict / event_from_dict roundtrip","passed","1ms",,,,"Advisory","Advisory",,"Advisory","Hook advisory log",
"tests.test_cli_handlers#test_build_parser_subcommands","build_parser exposes all subcommands","passed","6ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Parser"
"tests.test_usage_gaps#test_build_route_event_optionals","build_route_event surfaces shadow, escalation, and tags","passed","52ms",,,,"Usage","Usage gaps",,"Usage","Event build",
"tests.test_usage#test_build_script_and_compress_events","build_script_event and build_compress_event populate fields","passed","2ms",,,,"Greedy token","Usage telemetry",,"Greedy token","Usage telemetry","Event builders"
"tests.test_usage_gaps#test_build_script_override_minimal","build_script_override_event omits empty crystal/window/tags","passed","1ms",,,,"Usage","Usage gaps",,"Usage","Event build",
"tests.test_usage#test_build_tier_scan","build_tier_scan returns rows for all tiers","passed","51ms",,,,"Greedy token","Usage telemetry",,"Greedy token","Usage telemetry","Tier scan helper"
"tests.test_paths#test_routes_have_no_null_commands","Bundled routes have no phantom null-command executors","passed","48ms",,,"null-command routes: (none) passed (0s)","Configuration","Workspace paths",,"Configuration","Workspace paths","Routes config"
"tests.test_resource_probe_gaps#test_catalog_path_fallback","catalog_path resource fallback + missing file","passed","2ms",,,,"Resource probe","Resource probe gaps",,"Resource probe","Hardware + Ollama doctor",
"tests.test_llm_invoke_gaps#test_invoke_all_fail","chat failure on first candidate falls through to next, then raises","passed","4ms",,,,"tests","test_llm_invoke_gaps",,,,
"tests.test_cheap_llm#test_cheap_llm_config_provider","cheap_llm config section sets provider","passed","1ms",,,,"Configuration","Cheap LLM adapters",,"Configuration","Cheap LLM adapters","Settings"
"tests.test_cheap_llm#test_api_key_env","CHEAP_LLM_API_KEY env overrides config","passed","1ms",,,,"Configuration","Cheap LLM adapters",,"Configuration","Cheap LLM adapters","Settings"
"tests.test_cheap_llm#test_openai_compat_sends_api_key","CHEAP_LLM_API_KEY is sent as Bearer for openai_compat","passed","0s",,,,"Configuration","Cheap LLM adapters",,"Configuration","Cheap LLM adapters","Auth"
"tests.test_cheap_llm#test_cheap_llm_available_ollama","cheap_llm_available probes Ollama /api/tags","passed","2ms",,,,"Configuration","Cheap LLM adapters",,"Configuration","Cheap LLM adapters","Health"
"tests.test_cheap_llm#test_cheap_llm_available_openai_compat","cheap_llm_available probes OpenAI-compatible /v1/models","passed","2ms",,,,"Configuration","Cheap LLM adapters",,"Configuration","Cheap LLM adapters","Health"
"tests.test_cheap_llm#test_cheap_llm_chat_openai_compat","cheap_llm_chat uses OpenAI-compatible /v1/chat/completions","passed","503ms",,,,"Configuration","Cheap LLM adapters",,"Configuration","Cheap LLM adapters","Chat"
"tests.test_cheap_llm#test_cheap_llm_status_line","cheap_llm_status_line includes provider and model","passed","2ms",,,"status line: Cheap LLM: available (openai_compat, http://127.0.0.1:40207, model=stub-model) passed (0s)","Configuration","Cheap LLM adapters",,"Configuration","Cheap LLM adapters","Status"
"tests.test_spend_guard_gaps#test_check_expensive_allowed","check_expensive_allowed: cheap tier, opt-in gates, caps","passed","1ms",,,,"Spend guard","Spend guard",,"Spend guard","Expensive LLM gate",
"tests.test_cli#test_cli_help","CLI --help lists route command","passed","131ms",,,"Run greedy-token CLI --help passed (130ms)
  stdout: usage: greedy-token [-h] [--no-log] | {route,estimate,run,audit-context,tokens,rag,compress,scripts,report,override,config,pipeline,llm,doctor,init,budget,watch,hub} | ... | Task orchestrator: tool | Python | Ollama | RAG | Cursor | posi... passed (0s)
 Verify help mentions route command passed (0s)","CLI","greedy-token CLI",,"CLI","greedy-token CLI","Help"
"tests.test_cli_commands#test_cli_audit_context","CLI audit-context renders rules token audit","passed","296ms",,,"Run greedy-token audit-context passed (295ms)
  stdout: == Cursor context audit == | Always-on rules (.cursor/rules/*.mdc): 6 tokens | Skills on disk (.cursor/skills/*/SKILL.md): 6 tokens | Sampled docs: 0 tokens | Grand total (sampled set): 12 tokens | Always-on rules (charged every chat): |... passed (0s)
 Verify context audit report sections passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Audit context"
"tests.test_coverage_gaps#test_cli_compress_raw_and_scripts_dry","CLI compress --raw and scripts dry-run non-readonly","passed","2ms",,,,"Test infrastructure","Coverage gaps",,"Test infrastructure","Coverage gaps",
"tests.test_cli_commands#test_cli_compress_stdin","CLI compress reads stdin and prints short prompt","passed","301ms",,,"Run greedy-token compress with stdin input passed (301ms)
  stdout: Fix baseUrl in configurator. passed (0s)
 Verify compressed prompt retains baseUrl passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Compress"
"tests.test_cli_commands#test_cli_config_init","CLI config --init creates user config under HOME","passed","132ms",,,"Run greedy-token config --init passed (131ms)
  stdout: Created /tmp/pytest-of-runner/pytest-0/test_cli_config_init0/.greedy-token/config.yaml | greedy-token cheap LLM settings | provider: Ollama (ollama) | url:      http://localhost:11434 | model:    test-model | source:   user | Footer (MCP... passed (0s)
 Verify user config file was created passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Config"
"tests.test_cli_commands#test_cli_config_shows_settings","CLI config shows Ollama settings","passed","130ms",,,"Run greedy-token config passed (129ms)
  stdout: greedy-token cheap LLM settings | provider: Ollama (ollama) | url:      http://localhost:11434 | model:    qwen2.5-coder:7b-instruct-q4_K_M | source:   default | Footer (MCP tool responses): | style:    compact  (compact | markdown | ful... passed (0s)
 Verify Ollama settings are shown passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Config"
"tests.test_cli_commands#test_cli_estimate_shows_tier_scan","CLI estimate prints tier scan and token estimate","passed","409ms",,,"Run greedy-token estimate passed (409ms)
  stdout: Task: find baseUrl in sample.js | Route: TOOL  (tool-rg-search, 59%) | Complexity: low | Est. executor tokens: 0 | Rationale: Mechanical search — ripgrep/jq, zero LLM tokens. 0 tokens — ripgrep before RAG/Cursor | Matched: find | Command... passed (0s)
 Verify tier scan and task context in output passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Estimate"
"tests.test_cli#test_cli_override_json","CLI override emits script_override JSON","passed","128ms",,,"Run greedy-token override in no-log JSON mode passed (128ms)
  stdout: {""v"": 2, ""ts"": ""2026-07-21T23:14:01Z"", ""event"": ""script_override"", ""cmd"": ""override"", ""task"": ""ssh check qaguru prod"", ""task_normalized"": ""ssh check qaguru prod"", ""root"": ""/tmp/pytest-of-runner/pytest-0/test_cli_override_json0"", ""selecte... passed (0s)
 Verify override JSON contract passed (0s)","CLI","greedy-token CLI",,"CLI","greedy-token CLI","Override"
"tests.test_cli_commands#test_cli_pipeline_execute_search_rag","CLI pipeline --execute runs search and RAG steps","passed","327ms",,,"Run greedy-token pipeline --execute passed (326ms)
  stdout: Pipeline: search baseUrl	sample.js then rag baseUrl | Steps: 2 | ── Step 1/2: search: baseUrl	sample.js [tool/ran] OK · 5ms · ~0 tok | Search: 'baseUrl' in projects/sample.js | projects/sample.js:1:const baseUrl = 'http://localhost'; | ─... passed (0s)
 Verify search and RAG results in output passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Pipeline"
"tests.test_cli#test_cli_pipeline_list","CLI pipeline --list shows named recipes","passed","131ms",,,"Run greedy-token pipeline --list passed (130ms)
  stdout: Named pipelines: | meta-audit | Python meta check → skill audit (configurator-boolean → script tier; others → Ollama) | steps: check-meta-sync → audit-skill {skill} | usage: pipeline: meta-audit <args> | meta-rag | Python meta check → RA... passed (0s)
 Verify meta-audit recipe is listed passed (0s)","CLI","greedy-token CLI",,"CLI","greedy-token CLI","Pipeline"
"tests.test_cli_commands#test_cli_rag_query","CLI rag searches docs/rag chunks","passed","328ms",,,"Run greedy-token rag query passed (327ms)
  stdout: RAG hits for: baseUrl -D flag | 1. [test-baseurl] score=4.0  (config) | docs/rag/config/test-chunk.md | baseUrl is configured via -DbaseUrl flag in Gradle. | --- passed (0s)
 Verify RAG hits in output passed (0s)","CLI","CLI commands",,"CLI","CLI commands","RAG"
"tests.test_cli_commands#test_cli_report_json","CLI report --json returns aggregate summary JSON","passed","131ms",,,"Run greedy-token report --json passed (131ms)
  stdout: { | ""events"": 0, | ""skipped_lines"": 0, | ""since"": ""7d"", | ""by_tier"": {}, | ""totals"": { | ""cursor_baseline"": 0, | ""est_tokens"": 0, | ""saved_vs_cursor"": 0 | }, | ""top_routes"": [], | ""counter_methods"": {}, | ""quality"": { | ""since"": ""7d"", | ... passed (0s)
 Verify JSON summary has zero events passed (0s)
   report summary: { | ""events"": 0, | ""skipped_lines"": 0, | ""since"": ""7d"", | ""by_tier"": {}, | ""totals"": { | ""cursor_baseline"": 0, | ""est_tokens"": 0, | ""saved_vs_cursor"": 0 | }, | ""top_routes"": [], | ""counter_methods"": {}, | ""quality"": { | ""since"": ""7d"", | ... passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Report"
"tests.test_cli#test_cli_route_tool","CLI route recommends tool tier for find task","passed","397ms",,,"Run greedy-token route for find task passed (396ms)
  stdout: Task: find baseUrl in sample.js | Route: TOOL  (tool-rg-search, 59%) | Complexity: low | Est. tokens: 0 | Rationale: Mechanical search — ripgrep/jq, zero LLM tokens. 0 tokens — ripgrep before RAG/Cursor | Matched: find | Command: cd /tmp... passed (0s)
 Verify route recommends tool tier passed (0s)","CLI","greedy-token CLI",,"CLI","greedy-token CLI","Route"
"tests.test_cli_commands#test_cli_run_execute_find_task","CLI run --execute runs read-only find task","passed","414ms",,,"Run greedy-token run --execute passed (414ms)
  stdout: Route: tool (tool-rg-search) | Complexity: low  Est. tokens: 0 | projects/sample.js:1:const baseUrl = 'http://localhost'; | docs/rag/config/test-chunk.md:1:baseUrl is configured via -DbaseUrl flag in Gradle. passed (0s)
 Verify search finds baseUrl passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Run"
"tests.test_cli_commands#test_cli_run_dry_run_shows_plan","CLI run dry-run prints plan without executing","passed","381ms",,,"Run greedy-token run dry-run passed (381ms)
  stdout: Route: tool (tool-rg-search) | Complexity: low  Est. tokens: 0 | cd /tmp/pytest-of-runner/pytest-0/test_cli_run_dry_run_shows_pla0 && /usr/bin/rg -n --max-columns 200 -F baseUrl -g '!.git/**' -g '!node_modules/**' -g '!build/**' -g '!.ve... passed (0s)
 Verify plan shows route and execute hint passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Run"
"tests.test_coverage_gaps#test_cli_run_branches","CLI run prints fallback note and non-readonly dry-run hint","passed","171ms",,,,"Test infrastructure","Coverage gaps",,"Test infrastructure","Coverage gaps",
"tests.test_cli_commands#test_cli_scripts_list","CLI scripts --list shows wrapper registry","passed","153ms",,,"Run greedy-token scripts --list passed (153ms)
  stdout: Script wrappers (scripts/ollama | migrate | check-meta-sync): | check-meta-sync      [meta] read-only | scripts/meta-sync-check.py | Meta validation — no LLM (JSON stdout) | configurator-boolean-audit [meta] read-only | scripts/configura... passed (0s)
 Verify check-meta-sync wrapper is listed passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Scripts"
"tests.test_cli_commands#test_cli_scripts_run_execute_check_meta_sync","CLI scripts --run check-meta-sync --execute runs wrapper","passed","321ms",,,"Run greedy-token scripts --run check-meta-sync --execute passed (321ms)
  stdout: meta-sync-check-ok passed (1ms)
 Verify wrapper script output passed (0s)","CLI","CLI commands",,"CLI","CLI commands","Scripts"
"tests.test_cli#test_cli_scripts_lint","CLI scripts lint exit 0 on clean routes and 1 on violations","passed","158ms",,,"Run greedy-token scripts lint against package routes passed (155ms)
  stdout: scripts lint OK — 18 python routes, 67 patterns passed (0s)
  root: /home/runner/work/greedy-token/greedy-token passed (0s)","CLI","greedy-token CLI",,"CLI","greedy-token CLI","Scripts lint"
